Date,TimeOfDay,Soil_ph,Iron,Manganese,Zinc,Copper,Boron,Molybdenum,Chlorine,Nickel,Potassium,Sodium,Nitrogen,Calcium,Sulphur,Phosphorus,Relative_Humidity,Temperature,Water,Radiation
2018-10-06,evening,6.41,9.83,25.84,1.24,0.22,0.54,0.015,0.39,0.045,15.27,15.9,15.45,16.67,24.34,2.22,80.27,24.41,3.99,488.64
2018-10-07,morning,5.6,8.62,18.64,1.46,0.49,0.44,0.027,1.79,0.076,17.99,19.46,15.96,29.42,18.47,2.6,66.53,24.95,3.24,375.57
2018-10-07,afternoon,6.37,7.61,30.64,1.9,0.21,0.74,0.018,1.59,0.051,19.07,15.24,18.12,16.77,21.99,2.78,76.89,30.02,3.56,404.43
2018-10-07,evening,6.53,8.8,22.2,0.75,0.21,0.85,0.011,1.91,0.06,19.47,16.97,17.46,15.7,19.49,2.35,63.72,30.98,3.65,363.58
2018-10-08,morning,6.28,9.88,46.37,0.7,0.34,0.62,0.038,1.68,0.076,19.35,19.02,16.08,18.78,24.39,2.84,61.63,23.62,4.6,463.51
2018-10-08,afternoon,6.67,4.54,15.25,1.82,0.26,0.67,0.048,0.64,0.088,15.72,16.8,16.66,15.88,25.36,2.55,68.31,22.51,4.84,484.7
2018-10-08,evening,6.86,8.89,28.67,1.63,0.3,0.55,0.031,0.3,0.096,18.59,15.85,18.22,16.38,24.96,2.09,78.16,22.8,4.06,380.94
2018-10-09,morning,6.86,7.71,32.41,1.27,0.37,0.98,0.027,0.26,0.076,19.19,15.7,16.85,21.21,25.75,2.48,70.82,23.68,2.99,404.09
2018-10-09,afternoon,6.74,4.52,46.52,0.86,0.34,0.65,0.044,1.36,0.081,18.11,18.28,15.12,19.87,18.77,2.93,65.61,21.67,4.39,335.35
2018-10-09,evening,6.46,4.17,46.79,1.99,0.38,0.84,0.035,0.8,0.079,15.31,19.12,19.96,21.17,24.31,2.78,67.53,33.97,4.52,310.19
2018-10-10,morning,6.83,6.25,42.6,1.27,0.35,0.59,0.036,0.88,0.061,19.57,15.24,19.32,16.93,25.52,2.6,80.87,26.48,3.02,429.01
2018-10-10,afternoon,6.6,8.68,24.8,1.54,0.38,0.98,0.049,1.0,0.025,16.55,17.79,19.86,24.09,27.57,2.16,78.03,26.12,3.06,464.23
2018-10-10,evening,5.74,5.04,37.08,1.18,0.24,0.45,0.034,1.58,0.053,15.95,17.91,17.52,29.41,27.73,2.32,72.48,26.87,4.39,467.74
2018-10-11,morning,6.28,7.83,30.87,1.35,0.28,0.57,0.028,1.03,0.054,18.94,16.29,17.02,22.01,19.49,2.23,84.07,31.69,3.03,487.07
2018-10-11,afternoon,6.66,5.45,10.2,1.7,0.45,0.98,0.019,0.64,0.048,15.26,19.11,17.0,26.4,26.95,2.62,76.68,23.79,3.95,313.0
2018-10-11,evening,5.61,9.47,35.96,1.57,0.42,0.49,0.02,1.65,0.045,18.62,18.16,18.96,24.63,22.16,2.38,79.6,33.24,3.12,375.94
2018-10-12,morning,6.58,7.48,24.15,0.91,0.48,0.56,0.05,1.26,0.095,18.42,19.67,17.16,19.08,26.62,2.73,70.48,27.85,3.32,429.3
2018-10-12,afternoon,6.04,7.83,49.02,0.57,0.46,0.7,0.023,1.84,0.057,16.99,19.32,17.07,24.12,25.68,2.68,71.48,29.08,3.52,343.32
2018-10-12,evening,6.59,5.08,15.61,1.94,0.35,0.49,0.021,1.95,0.016,16.61,19.16,17.65,19.03,27.55,2.45,61.34,23.01,4.83,432.46
2018-10-13,morning,6.07,9.71,36.45,1.04,0.31,0.4,0.027,1.03,0.04,19.4,15.69,19.49,23.3,21.37,2.52,61.42,24.51,2.99,397.96
2018-10-13,afternoon,6.38,9.77,28.41,1.59,0.47,0.31,0.048,1.31,0.045,15.03,15.02,17.13,29.12,25.41,2.1,63.62,28.04,4.32,412.9
2018-10-13,evening,6.86,5.0,33.87,1.96,0.37,0.86,0.025,1.38,0.025,15.42,17.63,19.94,26.6,26.85,2.01,73.87,22.66,2.51,477.96
2018-10-14,morning,6.71,9.69,12.51,1.38,0.45,0.51,0.03,0.26,0.08,18.71,18.67,19.96,16.0,23.62,2.58,67.71,34.4,4.02,464.7
2018-10-14,afternoon,6.38,6.43,38.01,0.72,0.42,0.43,0.022,1.47,0.066,19.87,19.29,18.17,26.16,22.47,2.64,65.39,20.97,2.65,395.74
2018-10-14,evening,6.4,4.89,23.93,1.29,0.48,0.79,0.023,1.98,0.066,18.6,19.9,19.02,27.03,27.92,2.52,67.49,25.98,3.83,358.39
2018-10-15,morning,6.16,5.24,13.14,1.4,0.47,0.38,0.036,0.98,0.091,15.86,16.63,18.13,27.74,25.4,2.0,82.0,21.49,4.36,325.19
2018-10-15,afternoon,5.99,5.48,13.96,0.93,0.26,0.38,0.021,0.23,0.091,19.36,19.16,19.72,24.12,28.34,2.8,77.45,21.56,2.98,438.62
2018-10-15,evening,6.28,4.95,43.9,0.84,0.32,0.8,0.025,1.7,0.027,18.46,17.22,16.48,28.73,22.03,2.68,72.97,31.43,4.07,477.47
2018-10-16,morning,6.76,7.79,46.96,1.17,0.43,0.32,0.04,0.84,0.044,16.02,16.47,16.95,17.96,23.98,2.54,66.53,31.9,3.14,477.74
2018-10-16,afternoon,5.53,8.95,23.06,1.63,0.32,0.93,0.04,1.25,0.014,15.51,20.0,15.97,21.94,22.64,2.29,79.31,34.18,3.38,476.48
2018-10-16,evening,6.43,7.91,20.14,1.41,0.46,0.43,0.026,1.67,0.023,16.55,18.52,15.73,16.29,19.71,2.06,77.89,27.39,3.14,367.75
2018-10-17,morning,6.27,4.49,31.86,0.53,0.36,0.9,0.014,1.23,0.092,19.27,19.21,17.09,25.88,15.96,2.29,64.91,22.02,3.32,427.47
2018-10-17,afternoon,6.38,4.34,21.47,1.91,0.49,0.62,0.019,1.01,0.044,16.6,16.39,17.68,15.55,16.0,2.58,81.6,29.0,2.81,385.68
2018-10-17,evening,6.39,6.54,24.61,0.99,0.44,0.62,0.047,0.45,0.047,16.44,19.58,17.99,25.84,22.33,2.13,70.03,33.09,3.37,492.32
2018-10-18,morning,6.65,6.7,38.92,1.98,0.42,0.39,0.047,1.18,0.05,15.09,16.26,18.92,25.52,21.57,2.87,63.25,21.85,4.86,489.5
2018-10-18,afternoon,6.45,9.9,10.2,1.43,0.48,0.87,0.029,0.23,0.081,17.49,16.54,19.27,20.93,26.38,2.42,84.3,34.46,3.61,439.13
2018-10-18,evening,5.7,8.01,38.0,0.88,0.45,0.94,0.045,1.92,0.061,19.16,19.95,15.12,24.66,27.12,2.26,77.41,30.09,4.57,469.46
2018-10-19,morning,6.38,7.41,37.2,1.76,0.41,0.98,0.04,0.96,0.017,19.03,19.14,16.71,28.66,26.42,2.23,66.15,30.98,3.86,468.84
2018-10-19,afternoon,6.2,7.95,33.42,1.05,0.42,0.63,0.011,0.76,0.017,19.21,16.59,15.24,26.69,27.41,2.36,78.03,21.38,3.4,492.18
2018-10-19,evening,6.65,9.01,31.21,1.2,0.44,0.43,0.047,0.25,0.046,15.26,19.99,19.27,27.8,19.05,2.92,83.63,21.59,4.87,392.02
2018-10-20,morning,6.35,8.2,31.82,1.13,0.33,0.62,0.03,1.54,0.076,15.09,16.52,18.89,20.75,20.52,2.0,83.58,29.49,2.63,444.83
2018-10-20,afternoon,5.53,4.35,48.4,1.13,0.22,0.47,0.02,0.52,0.075,16.12,16.46,17.07,19.25,26.96,2.45,81.73,30.7,4.51,361.92
2018-10-20,evening,6.87,6.44,38.33,0.83,0.24,0.56,0.02,1.48,0.062,16.83,15.32,16.72,20.76,19.57,2.76,64.99,30.86,3.69,477.41
2018-10-21,morning,6.7,5.63,12.73,1.8,0.39,0.46,0.023,1.43,0.029,18.18,15.14,16.71,25.99,25.41,2.76,81.16,26.55,3.36,384.53
2018-10-21,afternoon,6.72,5.72,48.64,1.37,0.32,0.36,0.05,0.44,0.065,19.54,17.31,17.35,29.78,17.01,2.68,73.91,29.04,4.98,417.71
2018-10-21,evening,5.54,4.96,19.55,1.07,0.44,0.39,0.04,1.5,0.054,19.02,19.99,19.5,20.0,19.38,2.87,69.47,23.19,4.96,328.15
2018-10-22,morning,5.56,4.71,36.28,1.82,0.47,0.37,0.036,1.79,0.098,18.3,19.74,18.06,27.43,22.0,2.15,66.62,21.14,3.24,354.29
2018-10-22,afternoon,7.0,5.52,21.43,0.65,0.33,0.64,0.023,1.9,0.024,17.0,19.86,17.78,24.95,23.24,2.95,74.4,28.85,3.25,444.06
2018-10-22,evening,5.78,7.17,17.49,0.94,0.42,0.83,0.032,1.05,0.013,17.93,16.37,19.05,25.37,18.34,2.29,83.87,24.22,4.2,360.79
2018-10-23,morning,5.68,9.38,18.31,1.87,0.46,0.46,0.043,1.4,0.092,15.99,19.04,18.55,17.02,17.37,2.41,82.83,21.64,3.07,499.51
2018-10-23,afternoon,5.52,5.38,26.8,1.33,0.35,0.75,0.029,1.62,0.059,19.5,15.68,17.82,20.55,21.76,2.33,74.79,23.68,4.24,358.95
2018-10-23,evening,6.08,8.44,44.53,1.4,0.35,0.81,0.039,0.25,0.025,18.9,19.58,19.05,21.14,18.33,2.28,82.8,25.42,4.22,312.73
2018-10-24,morning,5.72,7.34,42.94,0.81,0.46,0.83,0.013,1.87,0.032,15.87,17.09,16.08,15.92,23.58,2.74,64.38,34.98,3.61,479.32
2018-10-24,afternoon,6.77,4.09,18.58,1.3,0.44,0.61,0.012,1.04,0.069,15.69,17.55,15.9,23.32,22.94,2.02,69.01,31.91,3.05,478.19
2018-10-24,evening,5.71,9.66,37.45,1.98,0.32,0.42,0.02,1.73,0.068,16.56,18.46,17.44,17.76,15.04,2.16,65.74,29.84,4.97,486.71
2018-10-25,morning,6.94,6.15,18.4,0.79,0.43,0.63,0.049,1.89,0.028,19.87,16.58,18.18,18.98,23.68,3.0,74.07,22.13,3.41,321.87
2018-10-25,afternoon,5.8,7.59,29.1,0.6,0.21,0.59,0.012,0.49,0.038,19.53,16.83,18.26,15.97,20.49,2.69,66.36,33.76,4.53,337.28
2018-10-25,evening,6.3,4.49,46.98,1.53,0.29,0.63,0.022,0.41,0.093,19.09,18.49,18.58,16.09,29.85,2.59,66.28,22.57,4.55,406.34
2018-10-26,morning,5.83,9.31,40.44,1.63,0.41,0.33,0.041,1.45,0.058,17.69,18.36,16.29,27.48,19.98,2.59,71.51,25.73,3.59,412.5
2018-10-26,afternoon,6.2,7.5,25.1,0.99,0.45,0.44,0.025,1.5,0.07,19.1,17.45,15.99,23.54,16.46,2.76,77.47,21.67,3.58,481.69
2018-10-26,evening,6.67,6.18,43.18,1.68,0.38,0.89,0.022,0.24,0.047,19.68,15.0,17.17,27.76,16.2,2.79,65.79,34.82,2.74,381.9
2018-10-27,morning,6.38,9.66,49.29,1.96,0.26,0.46,0.021,1.89,0.059,16.68,18.78,18.51,29.69,22.34,2.73,71.14,32.38,4.16,333.22
2018-10-27,afternoon,5.73,5.13,28.14,1.93,0.29,0.36,0.049,0.38,0.039,16.68,17.85,17.14,18.3,21.72,2.48,78.56,32.84,3.65,409.5
2018-10-27,evening,6.79,6.78,18.86,1.1,0.44,0.79,0.033,0.52,0.067,16.18,18.19,17.35,21.5,20.87,2.04,81.34,28.46,4.34,334.78
2018-10-28,morning,6.78,5.01,23.08,1.49,0.34,0.92,0.04,1.7,0.084,15.47,19.4,18.22,27.16,23.93,2.84,80.62,34.25,2.53,395.04
2018-10-28,afternoon,6.57,5.27,33.57,1.39,0.24,0.34,0.042,1.5,0.084,17.94,15.3,16.43,27.69,28.62,2.3,60.54,26.89,4.57,404.44
2018-10-28,evening,6.52,4.44,18.33,1.5,0.24,0.44,0.047,0.47,0.011,15.24,15.93,15.2,18.48,26.8,2.58,70.31,29.5,5.0,491.01
2018-10-29,morning,6.42,6.45,19.91,1.9,0.36,0.54,0.021,1.48,0.06,19.4,17.77,19.56,26.83,28.23,2.96,62.92,20.93,4.22,323.66
2018-10-29,afternoon,5.53,7.9,43.62,1.61,0.23,0.45,0.031,0.6,0.031,18.19,15.53,16.43,26.47,25.94,2.58,60.54,33.9,3.97,401.7
2018-10-29,evening,6.36,7.14,25.58,0.83,0.35,0.35,0.018,1.39,0.077,17.49,19.7,16.03,22.11,15.71,2.56,70.42,31.26,4.71,390.24
2018-10-30,morning,6.67,9.19,16.02,1.31,0.24,0.58,0.037,1.97,0.014,15.28,19.14,17.86,29.2,28.43,2.86,76.12,23.6,3.59,345.18
2018-10-30,afternoon,5.65,7.93,43.75,0.75,0.21,0.88,0.05,1.12,0.07,15.94,17.1,17.1,17.94,22.17,2.97,83.14,33.64,4.99,484.76
2018-10-30,evening,6.09,6.59,44.28,1.96,0.5,0.63,0.037,0.41,0.055,15.21,17.68,16.3,17.57,15.13,2.13,73.97,22.24,4.48,409.51
2018-10-31,morning,6.75,7.2,29.59,0.87,0.41,0.74,0.037,0.51,0.021,17.74,19.94,19.03,21.84,28.88,2.18,80.28,21.71,2.89,475.36
2018-10-31,afternoon,6.79,8.51,40.79,1.38,0.5,0.82,0.044,1.03,0.038,16.8,15.62,15.19,23.15,20.33,2.21,84.67,27.32,2.98,335.53
2018-10-31,evening,6.58,4.39,21.81,0.95,0.47,0.65,0.042,1.41,0.026,15.01,16.8,17.71,26.13,23.19,2.4,78.58,25.78,2.92,477.19
2018-11-01,morning,6.67,7.1,16.37,1.08,0.35,0.47,0.049,1.15,0.09,18.94,19.82,17.47,28.13,20.36,2.9,61.32,29.48,2.63,397.58
2018-11-01,afternoon,6.47,9.88,28.32,0.94,0.42,0.45,0.047,1.33,0.033,17.04,19.29,16.67,28.14,26.05,2.14,81.32,33.74,4.05,438.09
2018-11-01,evening,5.64,8.3,16.36,1.51,0.22,0.65,0.035,0.47,0.068,18.96,18.01,17.42,23.88,18.44,2.23,84.91,26.72,4.57,487.67
2018-11-02,morning,5.82,5.7,22.84,1.18,0.41,0.84,0.012,1.28,0.098,16.15,15.09,15.62,18.57,29.03,2.93,61.91,27.99,4.59,315.76
2018-11-02,afternoon,6.8,4.71,19.59,1.27,0.49,0.89,0.016,1.31,0.066,15.4,19.0,16.32,15.61,18.87,2.37,63.93,23.18,4.7,308.99
2018-11-02,evening,5.9,9.49,30.7,1.25,0.32,0.89,0.015,0.83,0.081,15.82,17.86,19.93,26.48,28.16,2.04,77.06,25.85,2.52,358.69
2018-11-03,morning,5.53,6.26,34.52,1.7,0.35,0.38,0.028,1.1,0.027,15.63,15.31,17.12,20.15,22.13,2.43,67.63,31.91,4.97,359.74
2018-11-03,afternoon,6.4,5.33,42.39,0.94,0.4,0.38,0.041,1.52,0.027,19.6,15.52,18.02,24.06,16.52,2.97,77.8,25.55,3.58,466.24
2018-11-03,evening,6.24,7.73,46.15,0.92,0.49,0.32,0.014,1.12,0.091,16.83,16.85,15.98,17.57,22.64,2.38,65.2,21.61,4.18,381.93
2018-11-04,morning,6.72,5.51,49.52,1.13,0.47,0.67,0.013,0.21,0.086,18.96,15.72,15.27,20.57,22.92,2.77,64.5,23.24,3.21,418.4
2018-11-04,afternoon,6.9,8.56,12.6,1.77,0.39,0.99,0.011,1.13,0.089,18.99,17.01,15.93,29.57,26.3,2.86,81.86,24.04,4.62,381.14
2018-11-04,evening,6.17,4.6,45.06,1.48,0.21,0.72,0.021,0.23,0.062,19.42,17.31,18.86,20.48,21.0,2.49,82.88,23.5,4.04,370.47
2018-11-05,morning,6.45,4.41,29.25,1.38,0.35,0.93,0.042,0.38,0.049,16.94,18.36,15.27,21.31,26.76,2.82,66.02,29.06,3.38,429.5
2018-11-05,afternoon,6.77,5.33,30.78,1.37,0.22,0.97,0.046,1.9,0.089,19.71,15.38,17.71,28.75,25.18,2.11,80.77,32.59,3.9,356.12
2018-11-05,evening,6.73,4.36,10.09,1.38,0.33,0.81,0.043,0.65,0.038,16.49,18.24,17.58,21.38,27.43,2.45,82.05,21.17,3.24,483.73
2018-11-06,morning,6.37,8.75,18.45,1.53,0.45,0.36,0.047,1.96,0.048,19.39,16.37,18.81,26.41,27.22,2.61,75.41,26.84,2.92,370.38
2018-11-06,afternoon,6.72,5.16,19.83,1.5,0.31,0.96,0.022,0.54,0.018,17.14,19.01,18.5,17.65,15.04,2.92,75.27,31.01,3.49,363.64
2018-11-06,evening,6.46,5.0,29.34,1.44,0.47,0.94,0.042,1.56,0.042,15.99,19.99,17.99,18.8,25.0,2.26,70.45,20.28,3.61,403.17
2018-11-07,morning,5.5,7.52,40.38,1.97,0.48,0.38,0.011,1.25,0.081,19.01,18.57,17.25,15.83,19.52,2.35,83.13,29.21,3.87,438.8
2018-11-07,afternoon,6.54,4.21,44.47,0.83,0.44,0.33,0.026,1.43,0.09,19.42,17.89,19.35,26.92,24.44,2.31,84.61,20.32,3.15,458.69
2018-11-07,evening,5.99,8.17,22.53,1.49,0.41,0.39,0.035,1.05,0.071,15.35,15.03,16.1,24.08,25.07,2.56,70.26,22.92,3.77,309.13
2018-11-08,morning,6.49,4.11,30.81,1.99,0.49,0.49,0.021,1.39,0.029,18.78,19.74,16.77,26.57,18.87,2.04,69.62,23.09,2.53,312.36
2018-11-08,afternoon,5.79,8.06,41.21,1.61,0.22,0.7,0.04,1.07,0.087,17.28,17.72,19.01,16.69,27.05,2.27,61.07,34.25,3.9,464.39
2018-11-08,evening,6.39,4.4,13.57,1.39,0.43,0.48,0.033,0.85,0.094,17.44,17.51,19.49,21.31,18.19,2.85,60.02,31.85,3.44,390.33
2018-11-09,morning,6.37,4.4,21.17,1.32,0.35,0.92,0.027,1.53,0.084,18.4,16.21,18.35,19.43,25.47,2.92,76.07,22.86,3.03,413.41
2018-11-09,afternoon,6.75,9.0,12.06,1.56,0.48,0.73,0.049,1.5,0.038,17.66,19.14,19.42,17.41,19.08,2.22,71.39,33.18,3.76,460.59
2018-11-09,evening,5.79,9.81,18.56,0.79,0.23,0.55,0.02,0.48,0.082,17.95,19.39,19.97,15.08,16.47,2.65,61.17,27.93,4.79,381.17
2018-11-10,morning,5.54,6.37,38.91,1.91,0.45,0.44,0.048,1.9,0.084,18.89,16.43,17.74,29.38,18.1,2.72,74.52,29.47,2.85,410.57
2018-11-10,afternoon,5.87,9.28,39.08,1.27,0.48,0.75,0.041,0.46,0.07,19.02,15.14,18.49,19.83,25.37,2.74,67.65,29.2,3.04,337.39
2018-11-10,evening,5.84,8.93,43.17,1.48,0.43,0.98,0.018,1.2,0.043,16.69,18.25,15.85,19.71,17.62,2.41,70.25,23.76,2.65,334.03
2018-11-11,morning,6.09,8.91,10.5,1.76,0.21,0.96,0.032,1.53,0.097,18.94,19.79,15.02,16.12,23.42,2.74,77.63,21.45,4.47,312.29
2018-11-11,afternoon,6.07,7.03,31.84,1.7,0.26,0.38,0.042,1.52,0.082,19.47,17.54,18.5,21.93,20.7,2.48,63.6,30.4,3.83,311.38
2018-11-11,evening,5.89,9.4,11.56,0.99,0.33,0.31,0.029,0.44,0.011,16.25,15.63,17.01,21.21,24.6,2.84,79.39,34.47,4.61,483.56
2018-11-12,morning,6.83,4.42,42.9,0.56,0.29,0.3,0.036,0.74,0.061,19.39,19.0,19.75,27.78,24.09,2.5,68.26,24.2,4.55,471.23
2018-11-12,afternoon,5.7,9.73,39.64,1.82,0.22,0.36,0.015,0.26,0.098,16.68,17.91,16.18,17.73,23.79,2.7,79.48,22.22,2.7,326.49
2018-11-12,evening,5.93,4.74,14.41,1.26,0.31,0.43,0.025,0.91,0.022,15.36,19.36,15.33,15.71,24.83,2.19,77.45,22.6,3.06,383.89
2018-11-13,morning,5.83,9.07,17.75,0.59,0.46,0.49,0.035,1.66,0.044,15.88,18.46,15.36,18.24,19.85,2.49,81.27,30.79,2.89,476.34
2018-11-13,afternoon,5.97,6.54,25.63,1.66,0.33,0.49,0.023,1.2,0.015,19.12,17.24,15.23,26.62,25.65,2.72,84.39,28.22,4.69,402.26
2018-11-13,evening,6.55,9.1,39.99,1.48,0.31,0.6,0.025,0.33,0.056,15.32,18.18,19.02,20.76,26.67,2.53,61.91,30.74,3.53,454.0
2018-11-14,morning,6.91,5.17,36.86,0.68,0.42,0.55,0.018,0.94,0.029,17.46,15.75,16.95,18.11,18.68,2.68,76.59,33.48,3.68,464.87
2018-11-14,afternoon,5.91,9.63,46.0,1.95,0.25,0.46,0.035,1.08,0.043,16.02,19.32,19.68,29.0,18.17,2.95,71.74,34.71,2.83,373.76
2018-11-14,evening,5.74,7.87,27.3,0.64,0.26,0.48,0.015,0.9,0.069,18.14,15.4,15.24,18.53,28.41,2.44,74.83,25.37,3.12,330.98
2018-11-15,morning,6.59,6.39,32.58,1.6,0.22,0.5,0.029,1.84,0.02,18.71,17.64,19.86,17.57,29.36,2.29,81.27,28.98,3.01,427.44
2018-11-15,afternoon,6.41,7.51,46.62,1.22,0.31,0.77,0.024,0.4,0.02,15.45,19.63,18.64,20.84,25.63,2.22,78.99,26.97,3.71,379.27
2018-11-15,evening,6.02,6.44,30.25,1.0,0.21,0.84,0.019,1.27,0.066,16.27,19.29,19.54,23.4,22.03,2.99,81.52,30.1,3.11,362.86
2018-11-16,morning,6.43,7.34,25.41,0.65,0.35,0.88,0.023,1.03,0.021,18.48,18.25,16.26,18.48,26.36,2.78,69.75,34.2,2.75,313.17
2018-11-16,afternoon,5.98,5.4,44.66,1.14,0.47,0.43,0.012,1.48,0.036,15.59,18.35,15.17,29.14,21.23,2.73,65.39,27.08,2.62,320.71
2018-11-16,evening,5.84,5.77,14.29,0.98,0.27,0.86,0.031,1.6,0.013,18.46,18.07,17.53,20.81,23.03,2.08,69.08,24.1,2.79,427.17
2018-11-17,morning,6.52,9.89,48.84,1.04,0.37,0.9,0.048,1.8,0.045,17.48,17.13,16.87,16.64,16.39,2.19,70.42,26.88,4.59,323.42
2018-11-17,afternoon,6.0,6.36,12.07,1.93,0.4,0.98,0.035,1.81,0.061,16.1,16.85,17.01,17.26,20.3,2.29,61.18,20.7,3.47,343.14
2018-11-17,evening,6.58,4.5,45.61,0.92,0.3,0.5,0.03,1.7,0.012,16.87,15.45,18.68,19.58,18.22,2.81,68.03,31.15,4.96,475.79
2018-11-18,morning,5.74,6.69,48.74,1.86,0.23,0.72,0.044,1.47,0.031,15.52,19.42,19.06,29.13,24.28,2.13,77.23,26.14,2.84,374.35
2018-11-18,afternoon,6.91,9.28,31.66,1.44,0.41,0.66,0.024,0.45,0.05,15.91,15.07,15.99,24.21,29.11,2.46,69.16,21.44,3.74,376.31
2018-11-18,evening,6.76,4.71,37.36,1.62,0.39,0.53,0.012,1.07,0.067,17.42,15.69,15.47,29.65,23.89,2.53,84.86,34.63,4.14,430.92
2018-11-19,morning,5.96,9.58,10.19,1.99,0.4,0.9,0.026,0.89,0.027,16.03,17.54,18.03,22.3,17.58,2.97,63.66,22.13,3.52,382.17
2018-11-19,afternoon,5.74,4.39,13.25,1.99,0.36,0.62,0.043,1.77,0.017,16.01,17.21,18.36,26.88,22.02,2.1,78.85,21.97,4.82,358.9
2018-11-19,evening,6.62,5.67,33.65,1.76,0.46,0.31,0.027,1.49,0.09,15.3,19.64,17.04,17.65,15.61,2.27,66.64,26.24,4.25,332.75
2018-11-20,morning,6.71,8.27,15.85,0.67,0.27,0.52,0.048,1.53,0.021,17.18,19.6,18.2,22.2,26.97,2.78,74.82,32.22,4.88,475.9
2018-11-20,afternoon,6.34,4.26,47.52,0.56,0.31,0.87,0.031,0.86,0.071,19.92,18.01,18.16,20.95,16.38,2.55,69.07,24.61,4.9,360.17
2018-11-20,evening,6.59,5.23,45.52,1.95,0.21,0.64,0.018,1.02,0.034,17.06,15.56,16.77,26.08,29.59,2.84,75.28,27.66,4.57,401.95
2018-11-21,morning,5.87,5.79,26.53,1.24,0.45,0.32,0.048,1.75,0.019,17.44,15.7,17.6,23.09,22.95,2.42,74.74,27.56,3.6,479.04
2018-11-21,afternoon,6.3,9.02,43.0,1.2,0.27,0.82,0.025,1.59,0.049,16.04,16.66,19.8,29.37,26.92,2.57,81.25,25.11,4.57,404.83
2018-11-21,evening,5.74,4.03,37.44,1.94,0.38,0.64,0.041,0.48,0.031,18.87,15.01,16.03,29.85,28.45,2.17,60.66,26.72,4.54,366.65
2018-11-22,morning,6.25,9.95,39.8,0.55,0.2,0.8,0.021,1.84,0.055,18.21,15.29,19.41,23.72,19.22,2.83,72.17,28.83,2.83,313.72
2018-11-22,afternoon,5.95,6.4,34.25,1.07,0.48,0.95,0.05,0.68,0.054,19.98,19.7,19.3,20.5,23.03,2.4,77.03,34.26,3.82,395.1
2018-11-22,evening,6.18,7.62,18.71,1.05,0.29,0.79,0.039,1.55,0.014,15.22,18.17,16.47,22.12,16.41,2.27,62.6,27.14,3.38,359.06
2018-11-23,morning,6.25,8.32,34.91,0.71,0.31,0.61,0.017,1.5,0.08,17.51,19.94,17.63,27.6,28.11,2.71,65.73,27.06,3.26,480.16
2018-11-23,afternoon,6.88,9.41,21.14,1.4,0.29,0.98,0.025,0.55,0.01,18.35,17.78,18.0,23.8,21.78,2.78,67.41,21.36,2.88,495.2
2018-11-23,evening,6.06,4.33,23.05,0.94,0.27,0.78,0.032,1.85,0.016,16.06,16.35,15.27,22.42,18.16,2.94,69.96,21.66,3.66,402.81
2018-11-24,morning,6.79,9.95,31.89,1.84,0.33,0.81,0.047,1.54,0.076,19.78,18.79,18.08,28.28,15.74,2.82,65.01,22.59,4.6,308.46
2018-11-24,afternoon,6.91,8.33,28.32,0.59,0.29,0.34,0.035,1.8,0.038,16.54,17.97,18.27,20.73,28.44,2.82,84.36,26.95,3.49,330.59
2018-11-24,evening,6.98,6.1,47.36,0.76,0.37,0.71,0.011,1.63,0.017,18.29,17.9,15.12,24.79,19.44,2.33,64.0,31.18,2.97,427.13
2018-11-25,morning,6.19,6.29,49.47,1.16,0.33,0.42,0.045,1.37,0.063,19.75,18.37,18.34,18.35,29.51,2.87,67.1,29.48,3.9,349.93
2018-11-25,afternoon,5.67,4.7,23.32,1.36,0.46,0.78,0.031,0.73,0.048,18.47,15.84,15.29,24.52,15.87,2.16,65.67,22.82,3.14,499.24
2018-11-25,evening,5.91,6.42,45.49,1.29,0.23,0.52,0.019,0.53,0.024,16.74,15.05,17.2,29.69,17.64,2.12,63.83,23.92,4.26,428.92
2018-11-26,morning,6.8,6.61,16.14,1.55,0.3,0.75,0.021,1.18,0.092,17.18,15.21,16.4,20.77,19.85,2.82,66.99,20.48,2.8,457.99
2018-11-26,afternoon,6.56,5.7,30.8,1.29,0.38,0.43,0.036,1.29,0.087,17.33,19.99,15.19,26.56,18.01,3.0,61.49,22.96,2.57,350.7
2018-11-26,evening,6.52,9.9,41.1,1.88,0.32,0.77,0.042,0.92,0.036,18.43,19.36,18.97,28.58,24.21,2.29,72.54,28.09,4.58,341.36
2018-11-27,morning,6.64,8.76,43.43,1.85,0.33,0.97,0.046,0.94,0.087,18.25,17.1,16.27,17.84,22.04,2.26,63.01,20.24,3.42,318.41
2018-11-27,afternoon,6.79,6.82,40.25,1.79,0.39,0.62,0.035,0.24,0.029,15.48,15.49,16.95,29.52,22.05,2.52,76.25,28.57,3.64,386.24
2018-11-27,evening,5.99,4.04,41.62,1.29,0.27,0.6,0.015,1.06,0.013,15.8,15.01,17.46,17.68,24.56,2.63,68.16,34.63,3.79,419.92
2018-11-28,morning,6.32,8.82,43.37,1.1,0.33,0.5,0.021,1.61,0.053,15.88,17.49,17.19,28.88,22.53,2.07,84.48,21.92,3.34,460.56
2018-11-28,afternoon,6.29,9.91,29.01,0.51,0.38,0.85,0.033,1.82,0.076,19.33,19.08,16.17,28.69,28.14,2.91,60.88,20.35,3.69,440.53
2018-11-28,evening,5.92,8.32,12.35,0.62,0.26,0.43,0.022,1.79,0.019,15.26,18.2,18.29,28.3,20.12,2.56,79.08,22.51,3.97,348.87
