Date,TimeOfDay,LAT,LON,TS,T2M,RH2M,WS2M,T2MDEW,GWETTOP,CLOUD_AMT,PRECTOTCORR,Crop_Stage,Crop_Variety_Type,Season,Duration,Day_of_Crop,Soil_Moisture_Content,Soil_Temperature,Soil_pH,Sodium,Nitrogen,Magnesium,Boron,Chlorine,Copper,Iron,Manganese,Molybdenum,Zinc,Nickel,Water_Retention_Capacity,Calcium,Sulphur,Phosphorous,Potassium,Cation_Exchange_Capacity,Electrical_Conductivity,Water_Requirement,Radiation,Ambient_Temperature,Humidity,Sunlight_Exposure,Rainfall,Wind_Speed,Cloud_Cover,Radiation_Exposure,Seed_Vigor_Index,Germination_Rate,Disease_Resistance,Pest_Resistance,Root_Growth_Rate,Shoot_Emergence_Time,Planting_Depth,Seed_Spacing,Vegetation_Index,Seed_Viability,Seed_Moisture_Content,Initial_Fertilizer_Application,Heat_Stress_Index,Water_Stress_Index,Salinity_Stress_Index,Soil_Respiration_Rate,Organic_Matter_Content,Yield
2022-06-24,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,138,18,76,32,6.38,17.67,17.17,50,0.51,1.33,0.27,8.07,18.06,0.023,1.78,0.042,56,20.88,16.14,2,19.76,40,0.67,4.83,318.82,24,77,10,180,7,88,311,76,99,51,75,4,4,3,7,0.77,72,10,Urea,0,1,0,6,4,67
2022-06-23,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,105,17,76,34,6.06,18.04,18.76,15,0.47,0.29,0.39,5.37,33.48,0.042,1.82,0.04,61,29.38,21.86,2,15.81,35,1.14,4.7,428.59,29,79,9,253,1,63,462,97,93,64,18,1,8,5,9,0.62,90,8,Urea,1,0,1,7,3,58
2022-06-23,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,105,17,88,20,6.93,16.8,15.93,39,0.82,1.02,0.45,5.36,38.09,0.026,0.85,0.066,51,22.7,25.98,3,19.76,35,1.11,2.57,397.72,34,75,8,294,1,96,435,90,82,28,4,5,8,2,10,0.88,84,8,Urea,1,0,1,9,6,34
2022-06-23,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,105,17,74,35,5.86,17.82,16.64,30,0.53,1.88,0.23,8.36,19.52,0.038,1.37,0.011,70,27.96,17.57,3,19.23,12,0.85,4.43,323.88,26,74,10,161,2,79,500,80,92,60,69,1,7,2,8,0.69,95,8,Potash,0,0,0,2,5,17
2022-06-22,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,140,16,78,22,6.25,17.54,18.59,19,0.89,1.3,0.43,8.69,27.78,0.024,1.53,0.074,70,19.11,28.97,2,17.05,14,0.5,3.43,367.34,34,65,10,182,2,86,321,99,85,81,66,2,5,5,8,0.47,76,11,Potash,0,1,1,2,5,4
2022-06-22,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,140,16,70,23,5.99,17.83,16.42,14,1.0,1.15,0.47,7.9,37.11,0.041,0.82,0.027,62,19.21,21.46,3,17.73,25,0.97,4.73,480.27,29,76,10,172,4,9,420,86,80,77,70,3,8,5,5,0.8,91,12,Potash,1,0,0,5,3,67
2022-06-22,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,140,16,74,24,6.02,16.68,17.24,27,0.89,1.34,0.43,9.18,47.86,0.025,1.39,0.041,51,16.52,18.95,2,16.96,12,1.02,3.2,341.57,33,75,12,203,3,64,309,83,80,76,97,3,6,5,5,0.54,100,9,Urea,1,0,1,9,6,63
2022-06-21,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,143,15,78,29,5.77,15.04,15.55,21,0.32,0.85,0.38,8.71,49.16,0.042,0.5,0.056,57,28.01,25.36,3,19.7,13,0.85,3.61,363.42,29,61,11,210,7,93,487,87,99,95,16,1,4,4,10,0.41,94,11,Urea,1,0,1,8,5,99
2022-06-21,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,143,15,89,27,6.39,19.37,16.38,12,0.45,1.04,0.35,9.38,45.32,0.027,0.55,0.076,74,19.66,25.48,3,19.93,10,1.1,2.65,452.44,20,76,11,183,1,39,398,94,99,91,67,4,7,5,5,0.71,74,9,DAP,0,0,0,10,3,37
2022-06-21,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,143,15,80,22,6.33,17.31,18.83,48,0.44,0.97,0.45,6.26,12.04,0.031,0.96,0.037,82,27.57,29.29,2,18.08,29,0.44,3.47,357.99,20,81,10,234,10,20,317,76,100,60,40,2,7,2,9,0.89,91,11,Urea,1,1,0,0,1,31
2022-06-20,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,97,14,90,21,6.8,17.76,19.53,17,0.32,1.43,0.45,8.28,34.45,0.037,1.88,0.065,69,17.86,22.0,3,15.69,30,0.91,4.49,358.03,33,66,9,263,1,55,362,87,89,48,72,1,5,2,7,0.7,91,10,Urea,0,1,1,9,2,3
2022-06-20,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,97,14,72,27,6.06,15.61,17.26,39,0.9,1.19,0.32,6.19,14.28,0.013,0.58,0.099,90,29.34,17.75,3,16.09,38,1.06,4.65,350.11,29,62,7,62,5,34,432,71,92,21,86,3,4,4,5,0.44,95,11,Urea,0,1,1,9,1,60
2022-06-20,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,97,14,78,29,5.78,19.26,17.27,17,0.77,0.52,0.3,9.69,36.34,0.024,1.92,0.062,72,24.0,15.55,2,16.22,37,0.92,4.04,374.76,28,60,6,213,7,11,446,74,99,11,21,2,7,5,5,0.78,83,10,DAP,1,1,1,5,2,28
2022-06-19,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,133,13,86,35,5.57,18.97,15.37,33,0.37,0.47,0.47,8.62,12.85,0.022,1.95,0.078,85,18.3,20.53,2,16.45,19,0.83,4.36,403.71,21,74,12,167,1,42,370,98,99,60,73,2,9,4,10,0.38,90,11,DAP,0,0,1,1,5,87
2022-06-19,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,133,13,75,32,6.28,17.9,18.54,50,0.65,0.62,0.29,6.76,22.97,0.03,0.86,0.039,63,16.17,18.8,2,16.49,13,1.17,4.76,469.86,28,73,8,136,0,40,365,96,98,52,46,4,3,2,6,0.7,79,12,DAP,1,1,1,4,6,28
2022-06-19,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,133,13,79,32,5.84,19.02,19.53,21,0.94,1.3,0.36,7.51,47.54,0.031,1.5,0.075,87,15.18,23.49,2,16.95,20,0.92,3.26,490.32,25,64,8,98,4,34,465,97,94,20,83,4,8,5,10,0.33,84,10,Potash,0,1,1,4,6,57
2022-06-18,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,140,12,82,28,6.4,17.11,17.97,28,0.7,1.7,0.34,9.57,34.25,0.019,1.41,0.097,80,18.79,27.08,2,18.51,15,1.15,4.44,319.33,33,74,6,138,0,95,497,71,100,73,82,5,6,4,5,0.81,81,11,Urea,0,0,1,3,3,61
2022-06-18,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,140,12,80,27,5.55,15.69,15.46,34,0.81,0.92,0.41,9.25,30.31,0.02,1.81,0.028,58,24.43,15.11,2,19.87,12,0.6,3.3,310.25,34,85,8,270,6,16,465,90,84,16,49,4,8,5,9,0.45,77,12,Potash,0,1,0,6,5,88
2022-06-18,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,140,12,85,21,5.62,16.87,18.9,16,0.32,0.22,0.31,7.88,27.02,0.037,1.77,0.033,69,25.07,19.77,2,16.04,30,1.13,4.46,490.2,23,73,8,137,7,86,309,94,93,4,78,3,6,3,6,0.35,85,8,Urea,1,0,0,1,2,42
2022-06-17,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,104,11,79,25,6.3,17.68,17.2,15,0.78,0.56,0.25,4.89,44.79,0.038,1.41,0.035,55,17.37,28.75,2,15.96,17,0.33,3.77,479.99,30,60,7,232,0,78,487,99,81,14,52,4,9,4,8,0.7,86,12,Potash,0,0,0,7,6,62
2022-06-17,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,104,11,71,31,5.99,18.85,16.32,29,0.63,1.33,0.25,9.58,44.49,0.022,0.8,0.024,79,25.77,16.52,3,17.76,16,0.45,4.4,329.49,34,78,9,240,7,33,317,76,89,41,89,2,6,2,6,0.65,72,8,DAP,1,0,1,7,2,72
2022-06-17,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,104,11,85,24,5.69,15.33,16.67,41,0.95,1.79,0.27,7.45,18.63,0.036,0.72,0.054,89,23.74,25.63,3,16.77,23,0.32,2.68,470.43,20,84,10,191,2,75,309,80,99,1,91,5,3,2,5,0.51,91,9,Urea,0,1,0,6,5,53
2022-06-16,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,115,10,76,31,6.69,16.73,17.33,17,0.8,0.26,0.43,7.85,49.82,0.049,0.91,0.08,51,20.98,23.62,3,16.44,31,0.61,3.9,369.95,30,69,10,140,7,29,319,72,88,78,42,3,6,5,9,0.55,91,9,DAP,0,1,0,8,1,31
2022-06-16,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,115,10,70,34,6.88,17.49,19.45,10,0.56,1.45,0.48,7.26,42.15,0.017,1.35,0.06,58,19.39,15.28,3,18.17,36,0.43,4.27,399.36,23,79,10,248,8,21,424,88,80,41,9,5,10,5,10,0.35,80,11,Potash,1,0,0,10,1,21
2022-06-16,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,115,10,77,21,6.06,18.39,17.44,35,0.4,1.31,0.25,6.41,35.41,0.028,1.59,0.085,56,22.26,27.56,2,15.49,28,0.43,2.87,335.9,26,83,12,197,1,66,436,92,81,80,89,5,6,3,7,0.52,74,11,Urea,0,0,0,0,3,42
2022-06-15,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,93,9,87,31,6.24,17.51,19.59,39,0.86,1.43,0.45,8.78,43.58,0.024,1.25,0.057,70,28.26,25.01,3,18.45,10,0.29,3.98,370.42,30,78,9,213,5,52,382,79,92,40,47,5,4,4,10,0.45,100,8,DAP,0,0,1,0,6,70
2022-06-15,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,93,9,83,22,6.14,15.29,19.04,21,0.85,0.58,0.24,5.33,40.6,0.04,1.51,0.091,67,15.15,29.52,2,18.63,21,0.92,3.49,425.26,21,61,11,90,5,93,326,97,83,85,70,2,8,2,7,0.42,91,9,DAP,0,0,0,1,1,69
2022-06-15,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,93,9,75,33,6.47,19.5,15.77,14,0.98,1.78,0.5,8.45,49.28,0.038,1.16,0.033,80,17.61,19.9,2,15.17,35,0.28,3.61,429.43,25,74,9,71,5,29,377,78,83,33,61,5,6,3,6,0.56,75,10,Urea,1,1,1,10,3,35
2022-06-14,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,134,8,72,27,6.95,16.54,18.32,47,0.46,0.33,0.36,7.4,49.79,0.019,0.77,0.082,64,19.78,18.73,2,15.66,27,0.89,4.1,408.68,26,63,10,99,1,38,439,83,81,79,80,3,6,4,6,0.64,93,11,Urea,1,1,1,7,4,31
2022-06-14,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,134,8,86,32,6.49,19.51,15.24,38,0.92,1.55,0.24,6.07,16.17,0.038,1.81,0.012,68,28.18,23.98,3,15.99,37,0.67,4.1,379.93,21,66,8,158,5,22,337,98,84,19,7,1,9,5,9,0.88,89,11,DAP,1,0,0,3,2,83
2022-06-14,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,134,8,71,26,5.98,16.08,17.45,11,0.99,0.98,0.34,8.62,32.03,0.048,0.87,0.093,55,29.05,27.99,2,19.14,39,0.29,3.99,465.37,26,63,12,59,7,86,435,94,92,89,2,3,7,5,6,0.51,76,11,DAP,1,0,0,9,1,18
2022-06-13,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,91,20,72,31,6.91,15.14,17.01,34,0.59,1.66,0.32,7.99,29.39,0.02,0.92,0.036,85,21.22,24.04,3,15.4,31,1.15,4.89,341.08,24,69,8,90,4,73,382,96,95,60,75,2,8,3,7,0.41,98,8,DAP,1,0,0,1,1,90
2022-06-13,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,91,20,70,34,6.46,19.87,19.45,44,0.88,1.31,0.2,7.82,12.97,0.043,1.96,0.022,57,21.71,24.29,2,15.47,10,1.12,4.18,438.82,33,74,7,213,0,29,432,77,88,57,29,2,8,2,5,0.47,100,12,Potash,1,0,0,5,2,10
2022-06-13,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,91,20,70,21,6.56,16.0,19.01,27,0.6,0.32,0.21,7.84,19.44,0.047,1.39,0.094,62,16.53,26.32,3,16.43,18,0.95,2.59,425.6,32,79,11,136,3,3,404,92,96,86,73,3,5,3,8,0.31,95,8,Urea,0,1,0,7,2,61
2022-06-12,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,141,19,73,20,5.76,19.61,16.34,18,0.72,0.47,0.27,7.13,27.99,0.026,1.54,0.01,89,15.37,24.99,3,17.38,13,0.6,4.42,406.12,26,63,7,240,6,84,470,85,99,72,87,5,6,4,7,0.9,79,10,Urea,1,0,1,4,5,59
2022-06-12,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,141,19,84,34,6.9,15.35,16.65,29,0.54,0.36,0.3,9.22,46.86,0.028,1.92,0.069,90,26.9,28.74,2,19.86,19,0.35,3.59,368.24,24,82,12,261,4,89,358,72,97,89,44,4,7,5,8,0.64,96,8,Urea,1,0,0,8,4,11
2022-06-12,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,141,19,79,22,6.24,19.69,17.37,45,0.52,1.02,0.28,7.08,47.23,0.022,1.65,0.056,53,22.72,17.76,3,19.96,27,0.98,4.75,461.48,31,75,8,65,5,23,353,72,96,13,52,3,10,4,7,0.79,74,9,Potash,1,1,0,2,3,9
2022-06-11,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,145,18,90,25,6.79,15.02,19.75,45,0.88,0.7,0.43,8.47,35.17,0.038,1.02,0.039,71,28.61,26.72,2,15.3,23,0.72,4.12,330.72,24,77,6,185,1,11,376,92,94,32,74,1,3,3,9,0.32,93,9,DAP,1,0,1,2,1,10
2022-06-11,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,145,18,74,25,5.81,16.24,18.3,41,0.59,1.28,0.38,4.15,47.64,0.038,1.46,0.067,66,17.74,20.16,3,16.24,29,0.24,4.72,312.31,31,74,7,142,3,24,435,93,82,80,62,2,4,5,9,0.36,98,11,Urea,0,1,1,10,4,59
2022-06-11,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,145,18,87,31,5.87,15.45,17.57,38,0.59,0.84,0.37,6.74,42.71,0.02,1.44,0.093,79,26.49,29.43,3,17.45,24,0.46,2.83,496.19,34,76,10,259,2,23,438,93,92,3,84,1,4,4,10,0.44,92,11,DAP,0,0,0,9,4,17
2022-06-10,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,110,17,85,26,6.81,18.32,15.35,39,0.82,1.83,0.41,9.15,46.91,0.039,1.4,0.071,57,17.34,22.04,2,17.83,16,0.34,3.97,466.81,31,77,12,190,9,3,447,71,93,21,23,5,5,5,7,0.49,96,8,Potash,1,0,0,5,5,53
2022-06-10,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,110,17,70,32,6.28,17.5,18.1,31,0.96,1.19,0.25,7.94,25.37,0.045,1.56,0.079,78,20.5,19.94,3,17.11,17,1.0,4.03,498.98,22,84,9,78,10,33,434,94,87,7,27,4,7,3,7,0.57,84,9,Urea,0,1,0,8,3,31
2022-06-10,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,110,17,76,29,5.57,19.87,15.53,33,0.48,1.76,0.36,6.51,32.68,0.013,1.69,0.087,85,22.91,24.19,3,18.17,33,0.44,2.52,451.59,33,83,10,190,2,92,425,82,98,64,12,3,6,3,5,0.89,94,11,DAP,1,0,1,3,5,15
2022-06-09,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,112,16,70,32,5.77,17.0,16.8,44,0.6,1.78,0.49,8.52,46.74,0.013,1.06,0.023,50,16.89,25.88,2,18.24,38,0.36,4.0,444.76,23,73,10,298,5,81,430,84,81,98,10,2,6,3,9,0.63,99,9,Urea,0,0,0,7,2,50
2022-06-09,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,112,16,89,21,5.66,15.16,19.23,32,0.65,1.83,0.34,6.06,43.27,0.039,1.32,0.092,68,18.56,23.21,2,15.69,38,0.86,3.88,493.67,34,82,9,66,5,11,326,75,97,46,69,2,6,5,8,0.47,87,11,Urea,0,1,1,3,3,38
2022-06-09,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,112,16,85,31,6.47,18.56,18.41,50,0.48,1.75,0.4,9.71,28.59,0.038,1.55,0.019,85,24.26,20.31,3,19.36,10,0.93,2.73,367.08,21,61,8,63,10,99,322,72,96,82,91,4,9,5,7,0.83,92,9,Potash,1,0,0,8,6,11
2022-06-08,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,125,15,70,35,6.08,17.94,17.14,24,0.8,1.93,0.39,9.65,48.18,0.037,1.87,0.066,75,21.63,28.49,3,16.3,13,0.56,4.49,389.13,27,75,7,149,2,61,327,91,96,79,82,3,7,3,10,0.85,71,8,DAP,1,1,1,3,2,17
2022-06-08,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,125,15,88,22,6.57,16.29,18.06,33,0.62,0.4,0.2,6.28,21.92,0.022,0.98,0.049,68,25.34,26.78,3,15.39,22,0.62,2.99,498.91,29,76,11,68,4,18,361,86,82,92,61,2,6,2,5,0.37,94,10,Potash,1,1,1,8,6,21
2022-06-08,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,125,15,71,28,6.92,19.96,19.56,40,0.31,1.21,0.42,5.09,12.88,0.015,1.84,0.039,67,16.59,20.37,3,16.91,28,0.78,2.67,323.54,21,64,7,199,6,64,315,76,81,88,68,3,7,4,7,0.73,80,10,Urea,0,1,1,5,3,47
2022-06-07,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,154,14,70,23,5.55,19.69,16.64,44,0.74,0.39,0.35,9.15,31.24,0.029,0.8,0.026,79,26.03,20.75,2,19.06,12,0.67,2.83,310.03,27,83,9,272,5,80,409,85,81,92,18,2,7,5,8,0.81,100,8,Potash,0,0,0,4,2,84
2022-06-07,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,154,14,76,35,6.45,19.24,17.5,22,0.41,1.24,0.32,4.35,41.31,0.028,0.9,0.034,80,15.53,15.27,2,16.23,15,0.42,3.97,487.39,27,64,9,294,8,84,462,96,93,90,61,5,5,3,7,0.38,80,9,Urea,0,1,1,9,3,33
2022-06-07,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,154,14,85,28,6.75,19.76,19.58,45,0.97,1.39,0.25,4.35,46.01,0.016,1.57,0.07,53,18.37,25.08,2,16.28,29,0.28,4.86,479.28,21,63,8,224,8,40,419,82,93,63,8,3,9,3,5,0.56,87,11,DAP,0,0,0,0,5,100
2022-06-06,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,123,13,80,31,6.03,17.9,15.85,48,0.86,0.65,0.44,4.23,22.48,0.043,1.12,0.049,78,25.83,22.4,2,16.08,29,0.49,4.23,324.34,33,81,12,153,0,0,445,100,84,97,52,4,7,4,5,0.61,96,12,Urea,1,1,0,3,4,98
2022-06-06,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,123,13,73,22,6.69,17.72,18.24,36,0.81,1.15,0.47,7.65,39.21,0.05,1.76,0.064,69,18.41,20.37,2,15.08,18,0.51,3.0,479.33,24,69,10,269,9,11,313,95,83,44,64,5,5,2,6,0.58,94,11,Potash,0,1,1,2,6,47
2022-06-06,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Medium,Kharif,123,13,90,33,6.73,17.96,16.49,10,0.65,0.22,0.23,6.0,19.56,0.032,1.79,0.092,73,17.93,21.1,2,19.54,15,0.84,4.52,403.75,30,74,11,183,8,72,373,98,98,82,32,2,10,3,10,0.37,75,9,DAP,0,0,1,1,6,1
2022-06-05,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,91,12,86,22,6.08,19.03,19.4,23,0.71,0.68,0.47,5.77,41.11,0.04,0.67,0.072,86,15.27,28.95,2,15.81,34,1.11,2.69,389.21,28,60,10,123,2,80,356,92,89,55,9,3,3,4,5,0.33,76,10,DAP,1,1,1,2,5,53
2022-06-05,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,91,12,74,23,6.63,15.65,19.88,26,0.5,0.54,0.44,6.38,12.61,0.011,1.93,0.046,75,16.71,24.15,3,19.18,27,0.93,4.22,438.84,21,85,11,89,10,69,465,82,99,24,77,2,5,2,6,0.82,91,12,Urea,0,1,0,9,6,52
2022-06-05,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,91,12,70,31,6.01,19.3,17.33,31,0.94,1.7,0.48,9.03,39.64,0.037,1.0,0.063,55,24.99,22.66,3,17.93,20,0.64,2.59,371.84,20,74,6,117,2,85,476,85,98,30,67,2,6,4,9,0.69,72,10,Potash,0,1,0,7,5,68
2022-06-04,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,140,11,85,23,6.9,16.26,19.45,13,0.76,1.72,0.38,5.96,42.34,0.032,0.63,0.014,82,27.17,23.18,3,17.43,32,0.29,4.27,395.4,23,63,7,57,1,70,474,95,98,63,55,4,3,2,7,0.84,97,12,Potash,1,0,1,4,2,84
2022-06-04,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,140,11,73,33,5.94,18.4,17.25,30,0.91,0.3,0.44,4.22,45.97,0.029,1.93,0.043,53,27.89,20.53,3,19.65,14,0.88,3.13,440.48,22,73,6,245,1,75,445,84,86,31,52,3,6,4,7,0.82,72,11,Urea,0,1,1,4,1,100
2022-06-04,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,140,11,83,31,5.62,15.33,18.92,29,0.75,0.5,0.44,4.37,29.64,0.046,0.68,0.077,81,17.98,17.44,3,15.65,31,0.53,4.38,459.55,24,70,10,282,10,35,437,74,80,18,80,5,4,5,7,0.35,93,8,DAP,0,0,1,8,2,10
2022-06-03,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,107,10,84,20,6.16,18.28,19.65,45,0.84,1.68,0.21,4.21,32.09,0.019,0.54,0.099,83,21.54,20.69,2,19.11,17,1.2,3.01,402.08,27,74,12,273,10,9,373,89,93,49,0,2,5,2,10,0.5,72,8,Urea,1,0,0,0,5,87
2022-06-03,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,107,10,82,25,5.69,18.69,19.71,44,0.48,0.4,0.49,7.12,45.88,0.03,1.92,0.027,50,24.75,21.52,3,16.36,16,1.03,4.43,484.9,30,66,10,66,6,38,406,89,97,59,91,3,4,3,9,0.51,97,8,DAP,1,1,1,1,5,2
2022-06-03,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Short,Kharif,107,10,83,27,6.05,18.62,16.46,25,0.81,1.04,0.22,5.59,22.38,0.012,1.66,0.061,75,16.45,22.02,2,17.4,10,0.88,3.53,304.25,20,75,9,263,7,86,464,88,85,21,94,3,3,4,5,0.46,79,10,Urea,0,1,0,2,2,84
2022-06-02,evening,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,143,9,81,30,6.73,16.64,18.65,11,0.61,0.67,0.22,7.18,19.42,0.026,1.67,0.096,67,20.11,29.98,2,15.86,19,0.27,3.89,460.72,24,80,9,267,0,91,346,93,93,69,100,1,8,5,8,0.34,70,11,DAP,0,0,0,10,5,66
2022-06-02,afternoon,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,143,9,71,29,5.56,19.6,15.78,31,0.94,0.49,0.44,8.36,28.68,0.039,1.65,0.081,74,27.32,22.45,2,17.68,40,1.07,3.99,304.57,23,81,6,274,1,41,436,92,90,51,83,1,5,2,8,0.86,84,12,Potash,1,1,1,8,4,0
2022-06-02,morning,13.25,75.25,25.22,24.72,85.94,1.59,22.06,0.8,90.35,17.72,Germination,Long,Kharif,143,9,70,34,6.57,19.01,17.26,34,0.89,0.85,0.27,4.21,46.12,0.038,1.53,0.091,59,18.13,23.03,2,16.53,23,0.94,2.75,320.68,25,71,12,147,7,98,409,89,96,90,66,5,4,3,7,0.84,90,8,Potash,1,0,1,3,1,92
