Date,TimeOfDay,LAT,LON,TS,T2M,RH2M,WS2M,T2MDEW,GWETTOP,CLOUD_AMT,PRECTOTCORR,Crop_Stage,Rice_Crop_Variety,Season,Duration,Day_of_Leaf_Development,Boron,Soil_ph,Phosphorus,Potassium,Molybdenum,Iron,Sodium,Chlorine,Nickel,Nitrogen,Magnesium,Calcium,Sulphur,Zinc,Copper,Manganese,Soil_Sensitivity_Highly,Soil_Sensitivity_Moderate,Soil_Sensitivity_Insensitive,Leaf_Production_High_Sensitivity_Short,Leaf_Production_High_Sensitivity_Long,Leaf_Production_Low_Sensitivity_Short,Leaf_Production_Low_Sensitivity_Long,Leaf_Initiation_Plastochron,Leaf_Elongation,Leaf_Expansion,Plastochron_Interval,Leaf_Length,Leaf_Width,Leaf_Count,Leaf_Sheath_Length,Lower_Leaf_Length,Lower_Leaf_Width,Middle_Leaf_Length,Middle_Leaf_Width,Flag_Leaf_Length,Flag_Leaf_Width,Vegetative_Duration_Short,Vegetative_Duration_Long,Fungal_Diseases,Protective_Fungicides,Systemic_Fungicides,Curative_Fungicides,Plant_Hormones,Lower_Leaves_Area,Middle_Leaves_Area,Flag_Leaf_Top_Area,Senescence_Initiation,Senescence_Middle_Phase,Senescence_Full_Phase,Light_Intensity_Low,Light_Intensity_Moderate,Light_Intensity_High,Flood_Depth_Ideal,Flood_Depth_Acceptable,Flood_Depth_Excessive,Humidity_Low,Humidity_Moderate,Humidity_High,Humidity_Very_High,Water,Temperature,Radiation,Yield
2018-03-01,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,108,14,0.45,6.17,2.44,19.37,0.02,4.92,17.3,0.65,0.087,19.78,23,29.32,27.46,0.75,0.3,17.36,12,14,17,13,16,16,16,3,1.47,32,5,22,1.27,18,68,18,0.92,33,1.19,23,1.0,84,98,Leaf Smut (Entyloma oryzae),Copper-based fungicides,Pyraclostrobin,Hexaconazole,Auxins,40,42,56,52,90,115,2,12,15,9,11,16,40,55,80,104,4.5,30.11,369.82,7.51
2018-03-01,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,99,14,0.35,6.27,2.77,15.65,0.011,8.56,15.99,1.18,0.087,17.56,20,18.91,29.25,1.95,0.39,37.49,14,14,18,13,14,16,17,5,1.12,28,4,33,1.0,18,54,24,1.01,37,1.16,22,0.91,77,101,Sheath Blight (Rhizoctonia solani),Chlorothalonil,Azoxystrobin,Triadimefon,Gibberellins,38,40,56,68,81,120,2,14,15,8,13,18,26,66,77,108,2.95,33.54,466.27,56.54
2018-03-02,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,119,15,0.49,6.62,2.46,18.04,0.04,8.6,19.75,0.97,0.045,17.94,30,21.36,16.07,0.56,0.25,33.93,12,15,18,12,15,17,16,4,1.33,37,4,44,1.36,13,58,17,0.84,34,1.22,21,0.83,61,123,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Pyraclostrobin,Triadimefon,Gibberellins,38,40,58,65,88,101,2,12,15,9,10,18,9,54,72,97,3.88,28.72,333.48,77.0
2018-03-02,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,120,15,0.89,5.76,2.24,15.59,0.023,5.7,19.27,0.41,0.035,18.39,48,24.08,24.21,1.98,0.39,16.84,13,14,16,13,15,18,16,3,1.06,33,3,39,1.35,12,52,23,1.09,50,1.33,24,0.98,87,118,Leaf Smut (Entyloma oryzae),Copper-based fungicides,Tebuconazole,Triadimefon,Gibberellins,35,60,61,61,71,93,2,14,15,8,15,17,4,56,83,102,4.61,25.29,363.23,73.82
2018-03-02,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,109,15,0.55,6.58,2.16,19.6,0.027,4.2,16.15,0.62,0.034,18.9,35,21.69,29.33,1.93,0.25,11.35,13,14,17,14,14,16,16,5,1.24,49,3,35,1.13,17,67,15,0.86,30,1.02,20,0.96,62,102,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Propiconazole,Hexaconazole,Auxins,30,46,69,61,74,90,0,12,14,9,10,16,35,70,77,111,4.39,28.59,451.42,64.98
2018-03-03,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,109,16,0.97,6.32,2.21,19.11,0.017,4.12,16.61,1.01,0.084,19.51,57,19.16,25.5,0.84,0.36,13.95,12,16,18,14,16,17,18,4,1.16,39,4,35,1.41,17,66,18,0.93,43,1.07,21,0.92,71,102,Rice Blast (Magnaporthe oryzae),Chlorothalonil,Azoxystrobin,Triadimefon,Brassinosteroids,37,60,52,64,90,95,0,13,16,9,14,15,7,62,70,95,4.29,21.37,452.17,14.66
2018-03-03,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,93,16,0.4,6.77,2.42,17.27,0.044,5.6,16.35,1.71,0.075,16.18,44,18.04,20.11,1.67,0.42,28.33,14,15,18,13,16,18,17,3,1.45,38,4,46,1.41,14,62,21,1.12,42,1.34,22,0.94,76,121,Sheath Blight (Rhizoctonia solani),Mancozeb,Azoxystrobin,Triadimefon,Gibberellins,35,42,50,55,79,93,2,13,15,10,15,20,7,62,76,107,3.18,20.85,438.73,86.14
2018-03-03,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,122,16,0.77,5.68,2.16,18.58,0.033,9.62,17.4,1.72,0.058,15.39,43,26.37,21.64,0.98,0.27,33.13,14,15,16,14,16,18,18,4,1.27,34,4,33,1.12,13,53,20,1.08,42,1.08,23,0.86,65,90,Sheath Blight (Rhizoctonia solani),Mancozeb,Propiconazole,Hexaconazole,Gibberellins,35,50,57,60,82,112,1,14,15,10,10,17,30,63,77,109,3.99,27.7,374.7,45.65
2018-03-04,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,134,17,0.66,6.87,2.56,19.43,0.022,9.79,19.35,1.93,0.053,15.84,34,15.51,21.35,0.6,0.49,17.98,12,15,18,12,16,16,18,4,1.08,27,5,24,1.04,13,54,19,1.17,39,1.24,29,0.8,83,119,Leaf Smut (Entyloma oryzae),Mancozeb,Azoxystrobin,Hexaconazole,Cytokinins,31,53,66,65,74,117,1,12,15,7,14,19,34,63,79,103,3.2,21.05,339.96,11.59
2018-03-04,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,103,17,0.44,6.99,2.02,16.46,0.041,5.18,18.76,1.76,0.03,18.47,45,28.96,26.84,1.57,0.28,24.3,14,16,18,12,16,18,16,5,1.48,49,3,27,1.49,18,52,22,0.88,45,1.31,29,0.96,83,107,Leaf Smut (Entyloma oryzae),Chlorothalonil,Pyraclostrobin,Triadimefon,Brassinosteroids,39,44,60,53,83,119,1,13,14,10,15,17,28,54,74,114,3.22,25.42,313.22,40.48
2018-03-04,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,101,17,0.36,6.92,2.88,16.78,0.041,7.47,19.11,1.62,0.098,15.85,54,19.84,23.63,1.87,0.34,42.71,12,14,18,12,16,16,17,3,1.17,43,5,45,1.04,15,63,20,0.99,45,1.07,20,0.81,78,104,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Tebuconazole,Hexaconazole,Auxins,30,59,54,68,80,110,0,14,16,5,13,16,30,65,70,99,3.45,28.92,364.03,48.96
2018-03-05,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,119,18,0.58,6.81,2.93,17.54,0.016,4.04,18.9,0.33,0.085,15.84,36,24.76,19.8,1.52,0.41,20.55,14,16,17,12,16,16,16,5,1.39,46,3,28,1.42,18,57,18,1.03,44,1.2,24,0.83,81,125,Leaf Smut (Entyloma oryzae),Chlorothalonil,Propiconazole,Triadimefon,Brassinosteroids,35,59,70,57,80,110,0,13,16,9,11,16,49,59,81,99,3.21,29.86,307.51,4.05
2018-03-05,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,90,18,0.7,5.77,2.87,18.85,0.023,5.35,16.93,1.69,0.07,18.56,39,28.32,28.09,1.07,0.23,46.95,13,14,17,12,15,16,18,3,1.14,27,5,45,1.17,18,63,17,1.17,45,1.49,25,0.82,63,130,Rice Blast (Magnaporthe oryzae),Copper-based fungicides,Azoxystrobin,Hexaconazole,Brassinosteroids,31,56,66,59,83,101,2,13,14,10,14,17,10,64,82,103,4.17,20.02,429.99,56.16
2018-03-05,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,98,18,0.83,5.79,2.09,18.7,0.039,9.69,16.35,1.46,0.013,17.61,24,15.64,16.75,0.63,0.41,32.85,14,15,17,14,14,18,16,4,1.48,32,5,44,1.42,15,55,15,0.89,48,1.22,25,0.85,90,121,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Pyraclostrobin,Hexaconazole,Brassinosteroids,30,54,53,63,76,94,1,14,15,8,12,18,24,52,86,91,2.66,33.46,484.22,48.84
2018-03-06,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,123,19,0.82,5.63,2.6,19.34,0.015,8.38,17.56,0.85,0.063,19.73,25,22.03,23.37,1.25,0.43,35.66,12,14,16,12,15,16,17,3,1.21,25,3,23,1.2,17,52,20,0.87,35,1.12,25,0.82,87,90,Rice Blast (Magnaporthe oryzae),Chlorothalonil,Tebuconazole,Triadimefon,Gibberellins,33,60,54,50,75,101,2,12,14,10,10,17,46,64,90,90,2.52,28.15,448.33,66.32
2018-03-06,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,118,19,0.62,5.81,2.48,15.38,0.011,9.33,16.03,0.63,0.065,18.43,35,24.88,22.8,1.61,0.37,43.77,14,15,17,12,15,16,16,5,1.11,26,3,40,1.44,17,52,15,0.94,34,1.36,22,0.99,90,106,Rice Blast (Magnaporthe oryzae),Copper-based fungicides,Pyraclostrobin,Triadimefon,Brassinosteroids,37,45,52,63,86,120,1,13,15,6,14,20,7,61,89,102,4.29,34.67,385.32,73.66
2018-03-06,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,106,19,0.92,6.09,2.02,15.59,0.012,9.86,19.72,1.49,0.032,15.04,36,16.27,25.55,1.85,0.25,10.29,12,15,16,13,16,16,16,5,1.38,48,4,29,1.24,14,67,25,1.13,35,1.33,21,0.97,78,118,Rice Blast (Magnaporthe oryzae),Mancozeb,Azoxystrobin,Hexaconazole,Cytokinins,39,45,50,58,73,106,1,12,15,7,12,20,14,50,73,102,3.95,27.84,364.2,36.56
2018-03-07,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,92,20,0.91,5.67,2.49,16.81,0.021,7.19,16.79,0.33,0.052,15.76,59,23.54,16.05,0.7,0.4,41.55,12,15,18,12,16,18,17,3,1.26,34,4,35,1.01,16,68,23,0.82,31,1.23,22,0.83,83,94,Leaf Smut (Entyloma oryzae),Copper-based fungicides,Propiconazole,Hexaconazole,Auxins,37,52,59,56,82,115,2,13,15,9,10,20,0,63,71,96,2.64,31.92,451.7,97.54
2018-03-07,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,125,20,0.51,5.61,2.27,16.42,0.011,5.6,18.7,0.3,0.038,15.58,41,26.67,15.71,1.54,0.22,11.31,14,15,16,14,16,16,17,4,1.46,22,3,23,1.16,16,55,21,1.0,39,1.11,30,0.81,65,110,Brown Spot (Bipolaris oryzae),Mancozeb,Azoxystrobin,Triadimefon,Brassinosteroids,34,54,59,65,87,119,0,13,16,5,15,20,14,67,87,92,4.07,30.86,399.44,12.4
2018-03-07,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,99,20,0.49,6.38,2.88,15.43,0.04,7.84,18.3,1.91,0.075,18.8,38,21.34,26.63,0.99,0.35,42.52,13,15,18,13,14,16,17,3,1.24,26,5,24,1.06,17,51,22,1.01,46,1.48,21,0.88,66,125,Leaf Smut (Entyloma oryzae),Copper-based fungicides,Azoxystrobin,Triadimefon,Auxins,39,44,50,53,72,109,0,14,16,8,11,17,34,53,90,109,3.43,25.94,467.67,14.48
2018-03-08,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,132,10,0.48,6.76,2.62,17.89,0.039,8.44,19.84,1.85,0.047,16.91,40,22.4,24.24,1.98,0.31,23.92,14,15,16,12,14,17,16,3,1.49,47,5,44,1.32,14,67,24,1.15,35,1.09,22,0.83,65,93,Leaf Smut (Entyloma oryzae),Chlorothalonil,Azoxystrobin,Hexaconazole,Cytokinins,34,54,50,60,76,120,0,14,16,10,12,18,13,67,76,114,2.85,29.41,390.34,80.25
2018-03-08,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,99,10,0.76,6.83,2.77,19.8,0.025,8.68,16.65,0.8,0.022,15.93,43,21.82,29.22,1.51,0.27,34.72,12,16,17,13,14,18,16,3,1.35,36,4,26,1.09,13,62,16,0.94,48,1.33,30,0.89,86,98,Leaf Smut (Entyloma oryzae),Mancozeb,Tebuconazole,Hexaconazole,Brassinosteroids,30,40,69,64,80,118,2,14,16,9,12,20,15,54,84,111,4.86,34.6,338.64,45.1
2018-03-08,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,135,10,0.62,6.11,2.65,19.48,0.022,6.61,19.66,1.45,0.036,16.67,50,18.1,15.81,1.02,0.32,11.01,12,14,18,13,14,18,17,5,1.09,22,4,35,1.08,17,63,18,0.85,32,1.09,23,0.9,71,98,Brown Spot (Bipolaris oryzae),Mancozeb,Tebuconazole,Triadimefon,Cytokinins,32,53,68,59,88,119,2,13,14,5,12,18,22,56,78,106,3.97,23.03,300.98,89.57
2018-03-09,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,122,11,0.52,6.59,2.1,15.31,0.017,8.64,18.89,1.67,0.056,15.79,29,25.26,16.43,1.81,0.22,42.09,13,16,18,12,14,16,18,5,1.5,43,5,50,1.05,16,52,21,1.03,48,1.39,25,0.96,63,93,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Pyraclostrobin,Triadimefon,Auxins,40,45,53,50,89,99,2,14,14,5,15,15,36,61,73,98,2.68,28.91,354.04,97.24
2018-03-09,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,129,11,0.39,5.61,2.54,19.92,0.021,6.69,16.39,0.77,0.013,17.19,55,20.45,16.62,1.24,0.31,40.12,12,14,18,14,14,17,16,4,1.03,22,5,21,1.06,16,56,19,1.19,35,1.34,26,0.85,74,103,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Azoxystrobin,Hexaconazole,Auxins,30,56,56,65,80,119,2,14,15,9,13,18,21,57,81,120,4.16,30.08,328.61,67.45
2018-03-09,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,125,11,0.49,5.61,2.87,19.7,0.02,9.06,19.14,1.88,0.095,16.29,24,24.72,19.17,1.61,0.27,32.24,13,16,18,14,16,16,17,3,1.0,23,4,21,1.01,15,65,24,1.03,35,1.38,30,0.91,90,117,Leaf Smut (Entyloma oryzae),Mancozeb,Tebuconazole,Triadimefon,Brassinosteroids,35,55,57,64,89,101,1,14,15,8,12,20,36,67,73,90,3.26,24.47,330.29,81.57
2018-03-10,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,126,12,0.4,6.09,2.62,19.15,0.016,9.83,18.85,1.0,0.074,15.2,24,26.86,27.77,1.57,0.28,10.68,13,14,16,14,14,17,18,5,1.18,20,5,33,1.24,17,50,18,1.0,42,1.11,22,0.86,72,125,Rice Blast (Magnaporthe oryzae),Copper-based fungicides,Pyraclostrobin,Hexaconazole,Cytokinins,31,53,55,60,84,108,0,13,14,5,12,19,21,59,89,93,4.52,22.54,304.24,54.4
2018-03-10,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,139,12,0.34,6.24,2.17,19.31,0.05,8.76,17.93,1.78,0.05,17.24,53,15.17,17.75,1.27,0.2,49.98,12,16,16,12,14,17,16,3,1.25,20,4,20,1.19,14,62,24,1.04,34,1.11,25,0.99,66,96,Leaf Smut (Entyloma oryzae),Copper-based fungicides,Azoxystrobin,Triadimefon,Cytokinins,30,48,54,68,83,114,0,13,14,9,10,15,45,59,77,99,3.79,20.0,401.29,27.65
2018-03-10,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,134,12,0.85,6.23,2.71,16.57,0.041,9.68,18.49,1.61,0.085,18.01,57,27.48,16.14,1.18,0.49,44.54,13,14,18,14,15,16,17,4,1.4,32,4,49,1.07,14,68,16,0.88,39,1.3,27,0.88,85,125,Leaf Smut (Entyloma oryzae),Copper-based fungicides,Propiconazole,Triadimefon,Auxins,37,53,56,56,74,92,0,12,15,9,11,19,30,54,74,103,3.12,32.47,339.8,24.95
2018-03-11,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,134,13,0.37,6.61,2.01,16.87,0.04,4.33,18.36,1.32,0.015,19.37,39,29.62,26.69,1.54,0.42,19.74,12,14,18,13,16,18,18,3,1.11,27,5,28,1.28,13,52,21,1.2,33,1.29,23,0.93,67,126,Rice Blast (Magnaporthe oryzae),Mancozeb,Azoxystrobin,Hexaconazole,Brassinosteroids,30,56,62,52,79,101,1,14,14,10,10,18,11,53,83,115,4.61,21.78,475.84,97.15
2018-03-11,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,113,13,0.9,5.71,2.02,15.05,0.036,7.28,19.45,0.49,0.069,15.55,48,26.49,20.03,0.56,0.46,34.78,12,15,16,13,16,18,18,4,1.19,42,4,48,1.19,15,57,17,1.17,41,1.09,20,0.89,63,100,Rice Blast (Magnaporthe oryzae),Chlorothalonil,Pyraclostrobin,Hexaconazole,Brassinosteroids,30,43,52,57,81,97,2,14,15,7,13,16,42,69,83,117,4.76,26.43,483.68,84.85
2018-03-11,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,104,13,0.5,5.86,2.1,17.63,0.037,9.22,17.18,1.18,0.076,15.81,45,27.72,17.29,1.17,0.5,24.65,12,14,17,13,15,18,18,4,1.1,44,4,50,1.3,12,50,15,0.89,46,1.15,25,0.83,63,104,Leaf Smut (Entyloma oryzae),Mancozeb,Azoxystrobin,Triadimefon,Gibberellins,36,41,60,70,87,104,2,12,16,9,12,15,33,58,80,113,2.76,25.79,431.63,85.59
2018-03-12,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,109,14,0.63,5.77,2.87,15.91,0.031,5.78,18.17,1.21,0.031,16.15,34,20.32,25.13,1.04,0.24,18.99,14,14,17,12,16,17,17,4,1.23,50,4,49,1.36,18,51,23,1.0,31,1.32,25,0.85,82,114,Leaf Smut (Entyloma oryzae),Copper-based fungicides,Pyraclostrobin,Hexaconazole,Auxins,32,43,66,56,89,92,1,13,15,10,12,20,1,62,83,108,4.92,28.2,395.56,55.84
2018-03-12,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,96,14,0.49,6.49,2.86,15.64,0.015,4.02,18.67,0.44,0.053,19.18,57,24.7,20.96,0.53,0.21,25.26,14,15,18,12,15,18,16,5,1.34,36,4,35,1.17,15,61,18,1.0,30,1.48,23,0.85,62,96,Leaf Smut (Entyloma oryzae),Mancozeb,Tebuconazole,Hexaconazole,Auxins,40,57,69,53,82,96,1,12,15,6,10,20,0,60,84,104,4.99,24.88,363.49,76.69
2018-03-12,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,101,14,0.91,6.6,2.9,18.11,0.023,8.35,16.05,0.25,0.032,19.74,29,20.26,28.01,1.66,0.29,32.03,14,14,16,14,16,18,17,5,1.48,29,5,41,1.37,12,51,19,1.04,33,1.48,25,0.92,90,105,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Propiconazole,Triadimefon,Cytokinins,39,52,65,51,74,120,1,12,15,5,11,16,23,58,75,114,3.91,25.23,473.16,3.72
2018-03-13,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,117,15,0.46,5.78,2.76,18.86,0.014,8.71,19.69,1.43,0.048,18.28,38,20.96,29.17,0.86,0.33,15.22,14,14,18,12,16,17,17,5,1.21,35,3,32,1.31,16,63,17,0.9,42,1.13,20,0.95,81,114,Brown Spot (Bipolaris oryzae),Chlorothalonil,Pyraclostrobin,Triadimefon,Auxins,30,54,64,60,80,95,1,14,15,8,15,16,39,62,73,116,4.03,33.46,376.25,32.98
2018-03-13,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,111,15,0.31,5.76,2.08,17.11,0.011,7.59,18.64,1.03,0.092,18.37,20,21.6,28.62,0.97,0.33,17.65,13,16,17,12,15,18,17,4,1.32,33,5,32,1.08,17,50,23,1.19,45,1.43,27,0.88,61,117,Brown Spot (Bipolaris oryzae),Chlorothalonil,Propiconazole,Hexaconazole,Gibberellins,33,50,52,53,72,102,1,12,14,6,13,16,16,57,72,108,4.71,28.42,442.69,34.85
2018-03-13,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,101,15,0.51,6.54,2.38,18.42,0.026,4.79,16.44,0.35,0.061,20.0,60,23.55,21.88,0.56,0.4,36.94,14,16,17,14,16,17,18,5,1.41,38,5,29,1.36,18,70,22,0.81,36,1.2,24,0.83,69,102,Rice Blast (Magnaporthe oryzae),Chlorothalonil,Azoxystrobin,Triadimefon,Brassinosteroids,35,51,63,59,74,90,0,13,16,6,13,20,14,62,76,98,4.89,24.98,332.25,0.61
2018-03-14,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,112,16,0.3,6.13,2.62,19.17,0.033,4.5,19.88,0.26,0.086,16.3,22,25.85,19.29,1.86,0.36,46.41,13,16,16,13,16,18,17,4,1.2,34,4,39,1.38,15,68,22,0.99,34,1.31,27,0.84,65,124,Brown Spot (Bipolaris oryzae),Chlorothalonil,Pyraclostrobin,Triadimefon,Brassinosteroids,40,50,60,54,76,105,0,14,16,7,12,19,21,51,83,97,2.56,30.04,341.29,1.89
2018-03-14,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,136,16,0.66,5.75,2.28,15.32,0.034,4.26,19.31,0.42,0.071,16.66,37,21.44,18.43,1.21,0.49,22.46,12,14,17,13,14,18,17,3,1.16,32,4,49,1.35,18,51,16,0.84,40,1.08,30,0.91,89,109,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Azoxystrobin,Hexaconazole,Gibberellins,40,55,57,65,90,94,2,12,15,7,11,17,47,63,78,107,4.79,33.32,393.39,8.91
2018-03-14,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,122,16,0.85,6.29,2.1,15.15,0.032,6.44,18.48,0.28,0.099,19.95,38,17.68,20.33,0.81,0.24,43.52,12,16,18,12,16,17,17,4,1.22,45,3,21,1.21,15,64,22,1.16,31,1.24,25,0.97,61,126,Leaf Smut (Entyloma oryzae),Copper-based fungicides,Tebuconazole,Triadimefon,Gibberellins,31,44,65,57,76,110,2,14,16,7,13,20,0,61,82,97,3.06,23.4,303.93,7.01
2018-03-15,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,94,17,0.62,6.39,2.98,16.96,0.016,7.02,19.72,0.43,0.096,18.88,57,27.86,19.64,1.56,0.26,37.42,12,16,18,13,15,17,18,3,1.0,36,5,21,1.03,14,53,17,0.91,34,1.14,20,0.89,90,94,Rice Blast (Magnaporthe oryzae),Chlorothalonil,Tebuconazole,Hexaconazole,Cytokinins,36,44,70,59,90,90,0,14,14,6,12,19,22,57,76,119,3.62,34.37,316.67,27.29
2018-03-15,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,126,17,0.4,5.99,2.35,16.39,0.042,4.62,18.3,0.25,0.021,16.41,52,18.34,28.26,1.38,0.45,27.34,14,16,18,12,16,17,18,5,1.14,45,3,44,1.29,12,56,18,1.02,42,1.32,22,0.86,83,95,Rice Blast (Magnaporthe oryzae),Mancozeb,Propiconazole,Triadimefon,Brassinosteroids,40,57,53,50,71,119,2,13,16,7,14,19,14,50,72,99,3.02,32.0,325.97,7.78
2018-03-15,evening,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,107,17,0.84,6.42,2.95,19.18,0.027,7.44,19.63,1.65,0.012,17.45,36,15.96,24.94,1.5,0.29,48.08,14,14,18,13,16,17,16,3,1.3,34,3,36,1.31,15,50,20,1.11,34,1.31,23,0.87,82,99,Leaf Smut (Entyloma oryzae),Chlorothalonil,Pyraclostrobin,Hexaconazole,Auxins,39,47,70,59,83,115,1,13,14,5,12,18,30,57,90,120,3.37,30.19,355.65,75.08
2018-03-16,morning,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,92,18,0.4,5.72,2.26,15.2,0.05,8.65,15.07,1.28,0.064,15.1,55,29.9,28.19,1.53,0.35,24.38,14,15,18,14,14,18,18,4,1.43,27,5,24,1.06,17,53,19,0.91,32,1.21,22,0.99,84,115,Rice Blast (Magnaporthe oryzae),Mancozeb,Pyraclostrobin,Hexaconazole,Cytokinins,36,56,59,63,80,109,0,14,16,9,13,17,4,54,83,101,4.57,26.36,392.59,87.24
2018-03-16,afternoon,13.25,75.25,28.7,27.57,56.94,1.3,16.46,0.35,34.99,0.0,Leaf_Development,Long,Rabi,125,18,0.81,6.82,2.32,19.3,0.03,9.54,18.48,0.55,0.019,16.71,55,25.43,21.96,0.54,0.29,42.72,14,16,17,12,16,16,16,5,1.24,34,5,45,1.11,12,53,25,1.15,41,1.08,20,0.85,76,116,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Pyraclostrobin,Triadimefon,Auxins,35,47,68,65,74,91,0,14,15,6,12,19,18,51,73,91,3.18,34.56,407.14,86.27
