Date,TimeOfDay,Crop_Stage,LAT,LON,TS,T2M,RH2M,WS2M,T2MDEW,GWETTOP,CLOUD_AMT,PRECTOTCORR,Rice_Crop_Variety,Season,Duration,Day_of_Tillering,Boron,Soil_Ph,Molybdenum,Chlorine,Nickel,Sulphur,Phosphorus,Potassium,Sodium,Nitrogen,Calcium,Zinc,Copper,Manganese,Iron,Water_Requirement,Radiation_Exposure,Magnesium,Leaf_Initiation_Plastochron,Leaf_Elongation,Radiation,Leaf_Expansion,Leaf_Length,Leaf_Width,Leaf_Count,Lower_Leaf_Length,Lower_Leaf_Width,Middle_Leaf_Length,Middle_Leaf_Width,Vegetation_Leaf_Area_Index,Vegetation_Chlorophyll_Content,Vegetation_Water_Stress_Index,Vegetation_Soil_Organic_Matter,Vegetation_Cloud_Cover,Vegetation_Temperature_Range,Soil_Sensitivity_Highly,Soil_Sensitivity_Moderate,Light_Intensity_Low,Light_Intensity_Moderate,Flood_Depth_Ideal,Humidity_Moderate,Humidity_High,Yield
2021-12-11,afternoon,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Medium,Kharif,128,21,0.87,6.87,0.047,1.11,0.073,20.88,2.53,19.99,18.34,16.18,28.52,1.76,0.24,22.69,7.08,2.79,447,422,3,1.01,445.45,29,38,1.02,14,15,1.06,33,1.15,2.69,43,0.22,1.77,17,25,13,14,2,12,9,62,83,17.42
2021-12-11,morning,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Medium,Rabi,129,21,0.4,5.61,0.012,1.46,0.055,28.9,2.02,15.56,17.15,19.75,28.64,0.58,0.22,34.09,4.91,4.51,321,473,5,1.03,306.63,27,48,1.4,16,18,0.86,37,1.43,2.69,39,0.25,1.81,19,28,13,15,2,12,10,66,84,89.11
2021-12-10,evening,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Medium,Kharif,131,32,0.84,6.87,0.03,0.39,0.072,18.08,2.62,18.79,17.64,16.81,28.31,1.68,0.36,45.38,8.87,3.13,342,444,5,1.18,426.18,42,41,1.03,16,22,1.02,32,1.08,3.62,42,0.32,1.97,2,25,14,16,0,12,5,67,78,93.66
2021-12-10,afternoon,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Long,Rabi,120,32,0.37,5.89,0.015,1.49,0.096,29.59,2.25,17.93,19.32,19.26,24.18,1.68,0.49,21.86,4.42,3.43,307,375,3,1.48,325.13,32,38,1.13,15,19,1.04,44,1.18,2.95,35,0.45,1.81,3,28,14,14,0,14,10,53,80,26.4
2021-12-10,morning,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Short,Rabi,131,32,0.3,6.15,0.036,0.85,0.072,22.41,2.73,19.21,17.51,17.37,24.66,1.44,0.23,32.43,8.94,3.48,304,401,5,1.42,342.78,42,37,1.32,12,25,0.81,39,1.14,3.27,38,0.45,1.73,15,29,14,15,1,12,7,51,79,72.36
2021-12-09,evening,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Long,Kharif,95,31,0.38,6.14,0.034,0.4,0.017,17.22,2.56,15.98,19.2,15.54,24.79,0.54,0.36,48.47,9.77,4.14,388,336,3,1.33,460.41,24,45,1.36,17,19,0.88,40,1.32,3.99,45,0.25,1.52,17,26,12,15,2,14,9,70,81,21.53
2021-12-09,afternoon,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Long,Rabi,99,31,0.6,6.01,0.045,1.41,0.053,23.15,2.21,15.33,15.89,15.71,28.91,1.91,0.33,46.82,4.25,3.78,368,477,3,1.3,433.42,32,46,1.47,17,25,1.07,42,1.05,3.67,41,0.24,1.75,2,27,14,16,1,14,10,63,79,86.36
2021-12-09,morning,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Short,Kharif,104,31,0.93,6.57,0.032,1.27,0.039,24.86,2.26,17.19,18.51,19.62,15.77,0.56,0.25,38.7,8.21,3.32,427,343,4,1.38,359.12,44,33,1.28,12,16,1.0,32,1.45,4.37,40,0.45,1.58,3,29,13,14,2,12,6,54,80,98.33
2021-12-08,evening,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Long,Kharif,122,30,0.95,6.5,0.038,1.93,0.027,17.43,2.54,18.15,18.83,17.59,20.21,0.51,0.4,17.8,9.35,4.24,433,384,5,1.49,340.97,25,46,1.02,16,23,0.94,42,1.11,3.11,41,0.21,1.83,2,28,14,15,0,14,6,66,73,65.95
2021-12-08,afternoon,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Short,Kharif,107,30,0.7,5.83,0.011,1.09,0.067,29.58,2.01,18.14,16.86,17.12,25.18,0.58,0.29,47.09,7.3,4.34,331,475,4,1.0,493.13,48,41,1.14,13,16,0.82,31,1.14,2.92,40,0.41,1.7,16,25,12,16,1,14,8,55,86,42.09
2021-12-08,morning,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Medium,Rabi,125,30,0.35,6.85,0.021,1.88,0.073,16.54,2.59,16.11,17.32,16.83,26.55,1.94,0.21,47.99,4.59,4.2,327,322,4,1.01,307.66,43,31,1.06,14,22,0.89,49,1.01,3.43,40,0.12,1.79,13,27,14,15,1,12,5,68,74,27.08
2021-12-07,evening,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Short,Kharif,105,29,0.99,6.22,0.041,0.9,0.012,15.39,2.69,17.96,15.73,15.56,28.73,1.26,0.34,45.79,8.94,2.87,304,474,3,1.03,390.48,38,45,1.04,12,18,0.92,34,1.47,4.32,36,0.18,1.84,11,28,12,16,0,12,9,50,86,83.19
2021-12-07,afternoon,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Long,Rabi,96,29,0.32,6.54,0.041,1.82,0.073,25.74,2.57,19.47,19.78,17.79,23.96,0.77,0.27,29.04,7.82,4.0,450,491,5,1.47,316.29,31,40,1.41,18,16,0.98,34,1.27,3.04,36,0.27,1.61,15,27,13,14,1,13,8,59,85,40.72
2021-12-07,morning,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Short,Rabi,133,29,0.32,6.56,0.04,0.63,0.034,25.15,2.56,15.94,18.73,19.32,15.44,1.84,0.48,18.36,7.09,3.98,303,489,3,1.18,324.44,23,43,1.48,17,17,0.82,39,1.1,3.47,39,0.5,1.99,9,28,13,16,2,12,5,61,73,95.74
2021-12-06,evening,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Short,Kharif,119,28,0.96,5.99,0.015,0.2,0.046,27.46,2.04,16.5,18.67,18.81,26.44,1.73,0.44,13.04,7.09,3.21,309,438,3,1.44,302.42,28,24,1.17,17,21,0.95,36,1.17,3.58,35,0.43,1.68,20,30,14,15,1,14,6,60,73,16.12
2021-12-06,afternoon,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Medium,Kharif,102,28,0.46,6.34,0.029,1.36,0.069,27.91,2.68,17.66,16.13,19.25,28.9,1.79,0.27,30.69,5.64,3.72,486,442,4,1.39,466.36,20,46,1.39,12,25,1.06,34,1.1,4.48,37,0.36,1.89,14,30,14,14,1,13,8,66,75,85.29
2021-12-06,morning,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Medium,Rabi,127,28,0.64,6.97,0.018,0.91,0.013,20.04,2.76,19.03,15.54,19.24,29.29,0.51,0.48,24.76,7.12,2.53,460,440,3,1.21,446.62,40,31,1.29,12,19,0.89,34,1.3,4.1,41,0.5,1.84,11,25,14,14,1,13,6,68,71,37.19
2021-12-05,evening,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Long,Rabi,125,27,0.64,6.88,0.038,0.23,0.061,16.02,2.15,19.67,18.49,15.59,17.22,1.12,0.21,38.95,5.89,3.16,436,326,3,1.22,333.7,29,21,1.11,14,22,1.17,47,1.42,3.11,39,0.22,1.99,3,26,13,16,0,13,5,63,74,23.03
2021-12-05,afternoon,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Medium,Rabi,112,27,0.9,6.54,0.017,0.32,0.058,18.43,2.77,18.4,17.37,19.06,16.02,0.56,0.36,45.95,5.84,4.41,493,480,4,1.07,412.33,30,26,1.11,12,21,1.06,32,1.23,2.88,39,0.38,1.82,8,30,14,15,1,14,6,51,89,0.14
2021-12-05,morning,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Short,Rabi,109,27,0.61,6.14,0.023,0.83,0.087,25.04,2.64,16.6,17.46,16.56,21.92,0.54,0.46,15.05,8.72,4.13,345,350,3,1.13,491.63,25,23,1.18,13,17,1.12,47,1.35,4.25,36,0.34,1.62,20,26,12,14,0,14,5,55,78,74.7
2021-12-04,evening,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Long,Rabi,118,26,0.94,6.6,0.017,1.69,0.038,21.4,2.66,16.57,17.72,15.37,26.37,0.82,0.24,35.92,8.09,4.73,390,323,4,1.25,429.53,50,48,1.22,18,19,0.99,45,1.09,2.71,40,0.1,1.96,17,28,13,14,2,12,9,60,75,81.49
2021-12-04,afternoon,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Medium,Kharif,121,26,0.45,6.93,0.017,0.75,0.08,27.56,2.36,15.04,15.36,15.05,25.08,1.19,0.28,11.19,7.76,4.5,300,358,4,1.49,315.18,22,32,1.37,18,23,1.04,42,1.35,2.56,44,0.47,1.53,2,29,14,16,0,12,6,61,73,91.29
2021-12-04,morning,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Medium,Rabi,90,26,0.93,6.04,0.024,0.53,0.067,17.15,2.6,17.16,19.86,15.65,15.99,1.53,0.36,43.31,6.41,3.2,419,452,4,1.32,423.05,38,38,1.16,13,19,0.9,39,1.03,2.68,42,0.26,1.62,2,28,12,14,1,14,9,58,86,50.85
2021-12-03,evening,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Short,Rabi,134,25,0.95,6.64,0.029,0.35,0.084,28.8,2.1,18.15,18.14,16.85,16.54,1.46,0.31,34.32,9.9,3.82,437,338,5,1.19,359.54,30,34,1.49,16,22,0.92,39,1.08,4.26,44,0.17,1.57,0,30,12,15,2,13,8,50,88,74.09
2021-12-03,afternoon,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Long,Rabi,131,25,0.76,5.61,0.012,1.55,0.064,23.59,2.62,18.39,18.19,18.92,17.99,0.79,0.35,19.82,6.92,4.13,464,456,5,1.4,438.58,40,41,1.27,16,19,1.1,49,1.35,3.28,43,0.21,1.57,2,25,14,16,1,14,8,66,79,58.11
2021-12-03,morning,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Medium,Kharif,110,25,0.51,6.25,0.024,0.68,0.093,26.64,2.89,19.38,15.65,15.22,27.98,1.28,0.48,44.55,8.57,3.24,368,402,5,1.05,459.12,22,47,1.14,14,18,0.99,45,1.14,3.86,37,0.29,1.61,8,28,12,14,0,14,7,50,72,93.4
2021-12-02,evening,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Short,Kharif,131,24,0.62,5.65,0.024,1.93,0.095,16.47,2.62,15.18,16.2,17.13,17.33,0.72,0.34,45.14,8.15,2.77,395,435,3,1.16,390.96,45,34,1.22,15,22,0.98,45,1.36,4.08,37,0.45,1.96,14,28,14,14,2,14,8,61,90,80.33
2021-12-02,afternoon,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Short,Kharif,95,24,0.35,6.65,0.05,0.54,0.097,28.13,2.87,17.98,15.92,15.96,19.95,0.74,0.28,46.44,8.0,3.34,411,403,3,1.45,377.14,40,38,1.41,12,18,0.8,47,1.1,3.21,42,0.47,1.84,11,29,13,16,1,12,10,60,82,17.85
2021-12-02,morning,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Long,Kharif,125,24,0.48,6.16,0.029,0.97,0.02,29.58,2.15,16.63,17.14,15.49,26.67,0.98,0.28,11.86,5.77,3.56,453,406,4,1.36,454.75,24,37,1.21,18,22,1.11,46,1.44,2.71,36,0.27,1.98,12,27,13,15,0,13,6,53,78,69.18
2021-12-01,evening,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Medium,Rabi,104,23,0.37,5.75,0.033,0.21,0.033,15.7,2.49,15.67,15.76,16.51,18.61,1.97,0.44,47.94,9.58,4.95,457,476,5,1.39,478.06,24,20,1.36,12,21,1.08,46,1.04,4.11,35,0.22,1.73,3,28,12,16,2,14,8,56,89,80.12
2021-12-01,afternoon,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Long,Rabi,102,23,0.35,5.95,0.046,1.05,0.038,29.68,2.37,19.96,17.55,19.61,29.06,0.52,0.28,29.63,9.08,3.35,364,388,5,1.4,429.47,38,35,1.15,18,21,1.19,34,1.25,3.69,38,0.41,1.81,0,26,13,16,1,13,10,61,84,43.28
2021-12-01,morning,Tillering,13.25,75.25,23.18,23.05,80.19,1.03,19.19,0.85,30.66,0.42,Short,Kharif,100,23,0.65,5.57,0.034,0.59,0.09,16.97,2.85,16.64,18.08,19.21,29.72,1.8,0.44,11.22,5.11,3.63,356,495,4,1.04,424.31,29,41,1.32,13,17,0.89,46,1.11,2.86,42,0.38,1.96,19,28,12,16,2,14,6,61,90,85.77
2021-11-30,evening,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Rabi,115,22,0.63,5.92,0.017,1.32,0.061,27.53,2.18,16.96,17.36,15.59,26.67,1.69,0.44,27.7,7.21,4.4,315,455,4,1.41,407.29,50,50,1.4,12,23,0.98,40,1.06,2.68,35,0.37,1.71,2,29,13,14,2,14,10,68,75,76.02
2021-11-30,afternoon,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Long,Rabi,136,22,0.79,6.08,0.041,0.35,0.06,16.6,2.37,18.36,17.82,17.92,17.24,1.57,0.43,40.75,7.99,4.35,451,359,5,1.05,381.84,36,37,1.37,13,20,0.86,36,1.3,3.66,38,0.2,1.64,17,26,14,16,0,12,5,51,80,36.69
2021-11-30,morning,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Kharif,115,22,0.43,6.64,0.043,0.35,0.091,24.19,2.8,15.2,17.81,17.03,25.54,0.5,0.29,26.53,5.33,4.46,461,407,4,1.39,425.43,20,28,1.02,15,15,1.07,32,1.04,2.66,38,0.44,1.59,8,28,12,15,1,12,7,53,86,97.77
2021-11-29,evening,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Medium,Kharif,131,21,0.6,6.39,0.049,0.35,0.098,26.82,2.27,17.8,18.91,19.61,27.94,1.59,0.24,37.34,6.5,3.34,314,400,4,1.28,338.77,48,33,1.17,15,16,1.12,43,1.47,4.5,41,0.24,1.79,18,28,12,15,2,14,9,59,86,4.55
2021-11-29,afternoon,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Medium,Kharif,126,21,0.8,6.58,0.047,1.3,0.071,29.56,2.22,18.93,18.87,15.27,17.73,0.62,0.25,18.62,9.95,3.83,321,398,3,1.12,440.04,27,48,1.48,14,18,1.01,39,1.47,4.41,40,0.15,1.89,17,29,12,15,0,13,8,53,86,95.01
2021-11-29,morning,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Medium,Rabi,134,21,0.83,5.87,0.04,0.72,0.023,21.27,2.42,18.08,19.98,16.0,17.85,0.64,0.26,17.24,9.77,2.85,403,355,3,1.37,486.57,20,20,1.08,18,24,0.97,47,1.12,4.47,37,0.11,1.51,19,28,14,15,2,12,10,56,70,14.43
2021-11-28,evening,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Kharif,119,32,0.8,6.64,0.044,0.75,0.094,22.55,2.06,15.62,18.71,19.98,16.97,1.34,0.48,18.76,4.37,4.64,500,400,3,1.2,387.08,36,49,1.44,14,21,1.06,45,1.19,2.84,43,0.4,1.78,15,27,12,15,2,12,10,53,74,92.28
2021-11-28,afternoon,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Medium,Kharif,136,32,0.96,5.81,0.019,0.83,0.011,23.15,2.43,15.19,19.98,18.84,29.57,1.48,0.2,22.92,8.19,3.41,346,418,3,1.18,310.35,44,44,1.47,12,19,1.14,47,1.19,2.54,45,0.09,1.6,13,29,14,16,0,13,10,57,82,46.36
2021-11-28,morning,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Medium,Rabi,119,32,0.48,6.5,0.033,0.56,0.025,23.15,2.89,17.46,19.99,16.33,16.32,0.55,0.23,37.02,4.59,3.18,354,469,3,1.38,322.56,23,25,1.03,18,18,0.9,30,1.27,2.93,43,0.27,1.61,11,30,12,15,0,12,8,61,81,87.83
2021-11-27,evening,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Long,Kharif,140,31,0.71,6.22,0.022,0.46,0.06,16.5,2.14,18.55,19.65,15.77,22.76,1.14,0.4,46.85,4.99,4.6,482,376,5,1.03,456.91,38,31,1.44,18,17,0.87,34,1.23,4.02,42,0.03,1.57,1,30,14,15,0,13,8,60,79,63.79
2021-11-27,afternoon,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Medium,Rabi,133,31,0.55,6.31,0.024,1.07,0.018,21.64,2.22,15.08,15.15,15.68,18.97,0.99,0.23,45.93,7.19,4.67,425,334,3,1.09,330.87,24,48,1.26,13,16,0.82,42,1.2,2.78,40,0.19,1.82,6,28,14,14,1,13,8,68,81,7.7
2021-11-27,morning,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Kharif,119,31,0.33,6.88,0.048,1.51,0.079,20.53,2.05,15.7,16.91,18.97,28.38,1.62,0.3,31.58,4.92,2.5,306,473,5,1.42,321.78,49,42,1.14,17,18,1.09,35,1.03,3.8,42,0.11,1.51,6,29,14,15,0,12,7,67,90,96.7
2021-11-26,evening,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Rabi,135,30,0.9,5.91,0.05,1.88,0.091,22.2,2.64,19.12,17.41,16.66,19.85,1.64,0.41,27.72,4.38,4.73,449,375,4,1.17,363.89,32,29,1.05,18,15,0.86,42,1.15,3.61,41,0.22,1.62,12,28,12,14,2,13,9,51,86,45.13
2021-11-26,afternoon,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Long,Rabi,111,30,0.57,6.44,0.023,0.74,0.018,26.15,2.37,17.24,19.93,16.07,20.13,1.04,0.34,33.54,4.19,4.52,360,351,5,1.39,351.4,41,43,1.28,18,22,1.18,43,1.25,3.21,44,0.48,1.95,9,26,14,16,1,12,9,61,73,25.14
2021-11-26,morning,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Medium,Kharif,100,30,0.66,5.52,0.029,0.21,0.081,28.6,2.87,17.98,18.62,17.86,24.19,0.62,0.41,45.25,9.08,4.36,495,302,3,1.45,440.92,33,31,1.23,13,23,1.13,30,1.3,4.34,45,0.49,1.74,0,29,13,15,2,13,6,57,80,98.35
2021-11-25,evening,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Rabi,131,29,0.35,6.79,0.031,0.32,0.022,21.93,2.98,17.49,18.25,19.83,23.3,1.26,0.31,21.35,7.93,3.84,352,398,4,1.25,486.56,20,27,1.1,16,18,1.09,42,1.16,4.01,37,0.49,1.81,15,27,12,15,2,14,5,66,86,49.7
2021-11-25,afternoon,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Rabi,114,29,0.53,6.35,0.02,1.71,0.057,24.65,2.93,18.15,17.1,18.72,21.83,1.36,0.37,13.3,7.93,3.6,374,409,5,1.29,389.15,30,39,1.44,17,17,0.84,37,1.02,3.34,39,0.29,1.8,7,30,12,16,1,14,6,64,90,52.14
2021-11-25,morning,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Medium,Kharif,118,29,0.65,5.61,0.049,0.36,0.063,18.24,2.31,19.03,15.31,19.83,25.95,1.53,0.24,18.87,5.97,4.83,476,465,5,1.21,412.38,50,49,1.37,16,18,1.07,33,1.37,2.85,36,0.27,1.53,18,25,12,14,1,14,5,56,77,68.83
2021-11-24,evening,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Kharif,134,28,0.4,6.84,0.019,1.48,0.078,21.44,2.93,19.74,18.73,15.12,15.31,1.4,0.43,45.54,5.6,4.95,403,421,4,1.29,323.19,44,25,1.13,13,15,1.06,46,1.03,2.51,37,0.41,1.63,8,30,12,14,1,13,5,69,79,3.73
2021-11-24,afternoon,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Kharif,96,28,0.96,6.83,0.043,0.62,0.023,20.19,2.14,16.89,15.14,18.65,22.67,1.53,0.42,48.17,9.3,2.89,429,307,5,1.3,362.39,21,22,1.09,18,24,1.04,45,1.03,4.23,42,0.14,1.71,18,25,12,14,1,12,7,58,83,46.56
2021-11-24,morning,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Long,Kharif,124,28,0.83,5.9,0.037,0.93,0.017,23.43,2.83,17.59,19.76,18.79,15.38,1.26,0.36,18.67,7.67,4.71,424,500,3,1.3,330.11,36,48,1.2,18,18,0.87,45,1.35,3.4,40,0.36,1.94,11,30,13,14,2,12,6,52,82,90.16
2021-11-23,evening,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Long,Rabi,113,27,0.82,6.7,0.023,0.39,0.025,19.6,2.67,16.49,17.08,19.32,26.29,1.08,0.31,31.89,4.62,4.14,449,307,4,1.46,475.1,22,46,1.29,15,16,0.89,49,1.1,2.75,44,0.03,1.54,11,30,13,15,1,13,6,55,73,9.7
2021-11-23,afternoon,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Rabi,109,27,0.79,6.53,0.027,1.97,0.02,17.87,2.29,19.94,15.06,19.7,19.73,1.63,0.41,17.88,6.77,4.81,327,300,3,1.17,491.24,48,50,1.32,17,23,1.18,50,1.32,4.45,39,0.45,1.96,17,27,14,14,1,13,10,66,82,17.3
2021-11-23,morning,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Long,Rabi,127,27,0.87,6.49,0.03,1.53,0.031,25.78,2.96,18.14,16.64,15.78,20.99,1.17,0.4,26.8,7.61,2.61,318,446,3,1.24,318.19,24,29,1.47,14,18,1.01,42,1.34,3.47,38,0.23,1.78,14,25,13,14,2,14,5,65,81,1.01
2021-11-22,evening,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Kharif,95,26,0.52,6.84,0.03,1.81,0.045,19.49,2.93,18.24,17.46,18.05,29.32,0.9,0.47,46.71,8.72,3.58,401,487,4,1.47,482.36,24,39,1.02,17,24,1.02,42,1.07,3.38,40,0.06,1.91,5,30,12,15,2,14,6,54,70,60.39
2021-11-22,afternoon,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Medium,Kharif,102,26,0.96,6.68,0.013,1.46,0.08,29.9,2.43,17.03,17.5,17.9,24.71,1.48,0.21,10.43,4.73,4.74,391,386,3,1.35,469.42,49,47,1.0,18,16,1.02,43,1.03,4.4,44,0.21,1.59,17,29,13,14,1,12,8,66,90,42.18
2021-11-22,morning,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Medium,Kharif,103,26,0.46,6.69,0.038,1.08,0.012,25.33,2.66,17.75,15.5,17.42,25.08,1.93,0.44,20.27,8.1,2.63,322,406,5,1.17,448.49,36,44,1.42,17,21,1.13,40,1.25,3.74,42,0.06,1.51,16,29,12,16,1,13,7,70,85,50.32
2021-11-21,evening,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Rabi,116,25,0.44,5.91,0.043,1.89,0.023,27.05,2.62,15.64,15.48,19.16,22.5,0.59,0.34,18.38,4.93,3.06,412,313,4,1.33,416.51,29,29,1.4,18,25,0.9,41,1.27,3.92,39,0.16,1.66,20,25,13,14,2,13,10,60,87,89.13
2021-11-21,afternoon,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Kharif,133,25,0.98,5.58,0.024,0.31,0.094,20.68,2.77,16.65,18.46,18.18,24.34,0.92,0.41,15.35,6.74,4.44,469,355,4,1.43,476.99,34,28,1.25,12,15,1.14,36,1.29,3.82,45,0.03,1.62,19,29,14,16,0,14,10,50,90,77.21
2021-11-21,morning,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Rabi,99,25,0.42,5.94,0.021,1.66,0.082,28.33,2.29,19.69,19.22,17.99,21.53,1.71,0.33,48.75,4.88,4.5,386,476,4,1.13,371.48,25,39,1.32,17,23,1.18,32,1.33,3.6,42,0.16,1.8,4,29,12,15,1,13,6,51,72,55.19
2021-11-20,evening,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Kharif,95,24,0.58,5.75,0.019,0.34,0.063,16.76,2.18,19.29,17.6,15.91,26.5,1.44,0.21,45.42,5.06,3.19,320,378,5,1.39,484.76,24,27,1.01,18,20,1.13,36,1.11,4.28,38,0.33,1.69,14,27,14,15,2,12,9,64,89,37.14
2021-11-20,afternoon,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Long,Rabi,124,24,0.79,5.52,0.044,0.64,0.076,24.55,2.86,18.1,16.17,16.42,29.4,0.97,0.2,15.84,9.15,3.19,494,343,4,1.5,448.36,46,39,1.24,12,23,0.93,41,1.24,3.9,37,0.2,1.91,12,25,12,15,1,13,7,65,70,84.88
2021-11-20,morning,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Long,Rabi,119,24,0.4,5.66,0.018,0.95,0.023,17.35,2.21,19.4,16.36,15.65,26.64,1.98,0.41,20.11,6.35,3.52,330,317,5,1.07,430.35,34,41,1.12,18,20,1.06,46,1.29,4.37,45,0.06,1.9,3,28,14,16,2,13,9,70,85,96.83
2021-11-19,evening,Tillering,13.25,75.25,24.21,23.97,88.09,1.04,21.78,0.94,90.09,9.39,Short,Kharif,126,23,0.91,6.26,0.04,0.34,0.041,17.43,2.91,15.64,16.86,18.23,16.97,1.44,0.32,26.77,9.34,2.85,422,431,4,1.44,434.27,20,46,1.4,16,19,1.12,48,1.23,4.02,38,0.07,1.52,13,30,14,16,0,13,6,54,87,62.9
