Date,TimeOfDay,LAT,LON,Crop_Stage,TS,T2M,RH2M,WS2M,T2MDEW,GWETTOP,CLOUD_AMT,PRECTOTCORR,Rice_Crop_Variety,Season,Duration,Day_of_Sowing,soil_pH,Iron,Manganese,Zinc,Copper,Boron,Molybdenum,Chlorine,Nickel,Potassium,Sodium,Nitrogen,Calcium,Sulphur,Phosphorous,Yield_Trait,Soil_Moisture_Content,Vegetation_Index,Relative_Humidity,Temperature,Water,Radiation,Magnesium,Disease_Resistance,Pest_Resistance,Drought_Tolerance,Heat_Tolerance,Cold_Tolerance,Plant_Vigor,Plant_Stress_Resilience,Land_Preparation,Biological_Interactions,Pollution,Yield
2022-05-13,afternoon,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,133,1,6.2,7.14,36.23,0.85,0.23,0.4,0.021,1.64,0.031,17.01,17.73,16.22,18.33,26.18,2,High Yield,77,0.42,67.13,22.18,4.96,328.04,32,94,9,86,18,80,17,23,6,40,32,49.21
2022-05-13,morning,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,108,1,6.17,9.47,26.86,1.56,0.33,0.49,0.035,0.82,0.03,18.31,19.28,19.42,28.67,19.01,3,High Yield,75,0.87,74.72,30.86,3.58,486.87,38,30,40,97,44,21,56,16,3,67,25,42.74
2022-05-12,evening,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,100,0,6.51,8.93,30.14,0.88,0.48,0.84,0.018,0.69,0.026,17.15,15.35,15.92,29.82,27.38,3,High Yield,90,0.61,68.86,30.56,2.54,301.28,25,90,81,10,84,17,1,45,4,66,37,46.12
2022-05-12,afternoon,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,128,0,6.9,7.44,33.27,1.42,0.24,0.77,0.046,0.3,0.032,15.73,18.55,15.36,22.84,26.09,2,High Yield,87,0.68,71.72,28.88,3.67,425.95,57,58,6,82,88,47,24,52,3,67,43,82.76
2022-05-12,morning,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,96,0,5.93,7.07,26.98,0.71,0.37,0.71,0.042,0.38,0.062,18.15,18.24,17.59,25.89,21.97,3,High Yield,86,0.66,80.56,32.29,3.39,417.51,57,9,41,93,73,83,73,1,7,45,21,78.25
2022-05-11,evening,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,121,7,6.87,6.07,13.54,1.68,0.25,0.56,0.031,1.96,0.019,16.1,17.04,15.41,18.01,24.59,2,High Yield,75,0.39,69.58,31.22,4.51,471.72,57,41,24,23,57,98,80,74,10,74,23,35.31
2022-05-11,afternoon,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,139,7,6.14,9.27,10.32,1.2,0.5,0.38,0.033,0.76,0.056,18.01,18.6,19.12,21.68,24.04,2,High Yield,81,0.65,71.5,22.28,3.03,467.18,34,42,16,21,65,89,54,10,6,56,44,44.82
2022-05-11,morning,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,115,7,6.89,6.12,18.54,1.58,0.43,0.5,0.027,0.47,0.024,17.9,17.45,18.99,19.6,16.18,2,High Yield,72,0.73,64.17,24.41,2.6,345.01,41,12,40,3,5,100,74,80,7,51,2,27.36
2022-05-10,evening,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,112,6,6.84,7.15,47.43,0.92,0.36,0.69,0.043,0.92,0.031,18.82,19.31,19.96,17.23,16.78,2,High Yield,86,0.69,84.33,25.92,4.6,434.96,60,100,8,59,44,11,51,15,8,27,20,88.96
2022-05-10,afternoon,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,92,6,6.32,8.34,42.92,0.75,0.22,0.87,0.024,0.78,0.04,17.9,19.03,15.14,18.2,25.3,2,High Yield,75,0.59,80.51,21.12,4.13,337.66,59,77,3,60,20,62,60,70,7,94,29,49.33
2022-05-10,morning,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,121,6,5.56,6.88,28.76,1.96,0.49,0.96,0.032,1.06,0.067,15.81,15.83,18.42,23.84,17.11,3,High Yield,77,0.69,71.59,24.5,3.03,374.21,30,47,59,47,37,20,14,90,2,65,33,49.64
2022-05-09,evening,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,113,5,6.37,5.85,34.55,0.72,0.48,0.66,0.022,0.26,0.068,16.89,15.51,15.07,25.49,18.38,3,High Yield,88,0.52,61.45,25.69,3.4,447.11,58,13,30,35,93,18,87,63,5,56,8,81.68
2022-05-09,afternoon,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,90,5,5.72,8.13,46.37,1.05,0.47,0.53,0.027,0.48,0.049,18.0,17.31,15.45,24.14,29.16,2,High Yield,70,0.83,62.72,29.99,3.71,476.36,53,34,3,34,48,39,26,11,5,24,28,34.68
2022-05-09,morning,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,97,5,5.59,6.82,22.39,1.22,0.4,0.38,0.045,1.34,0.08,18.7,17.84,15.84,18.08,17.37,2,High Yield,72,0.73,76.0,21.84,3.6,495.19,50,18,90,57,1,0,98,43,9,87,13,93.36
2022-05-08,evening,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,99,4,5.96,4.74,31.56,1.41,0.47,0.51,0.019,1.43,0.028,17.28,17.78,16.12,21.24,22.02,2,High Yield,73,0.37,80.76,31.36,2.84,339.37,37,57,9,46,26,13,11,55,5,73,25,70.69
2022-05-08,afternoon,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,105,4,5.79,6.93,40.05,1.54,0.28,0.92,0.037,0.74,0.063,15.43,18.22,16.23,29.24,29.83,3,High Yield,71,0.55,60.35,20.2,4.27,424.93,57,62,81,29,31,79,46,59,3,30,8,64.49
2022-05-08,morning,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,96,4,6.72,5.41,36.79,1.77,0.25,0.59,0.042,0.52,0.064,19.63,15.99,17.75,26.56,29.3,3,High Yield,78,0.46,83.05,25.31,4.64,331.11,52,88,73,76,58,7,79,51,6,42,9,8.65
2022-05-07,evening,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,96,3,5.61,5.26,48.78,0.79,0.43,0.71,0.036,0.61,0.073,18.75,15.04,17.38,26.12,28.41,3,High Yield,78,0.72,73.33,33.32,3.29,483.41,26,40,39,81,55,36,72,50,6,69,42,72.19
2022-05-07,afternoon,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,95,3,6.88,5.91,48.97,0.72,0.48,0.33,0.025,1.47,0.077,15.43,17.84,18.63,25.55,19.14,2,High Yield,87,0.76,82.66,33.22,2.92,356.92,29,20,73,17,35,76,30,20,8,47,47,37.68
2022-05-07,morning,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,90,3,6.73,7.0,15.85,1.47,0.4,0.85,0.017,0.54,0.023,18.32,18.93,17.62,17.42,22.73,3,High Yield,71,0.56,60.16,25.8,3.78,382.56,51,35,33,79,10,12,94,8,4,4,24,40.24
2022-05-06,evening,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,124,2,6.11,8.22,31.71,1.95,0.32,0.74,0.033,0.94,0.026,16.65,15.47,16.11,17.48,20.75,3,High Yield,85,0.32,63.34,27.54,4.89,328.35,33,59,54,32,90,87,59,10,3,86,50,8.38
2022-05-06,afternoon,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,113,2,6.23,4.82,45.17,0.57,0.49,1.0,0.014,1.44,0.031,15.66,15.24,18.37,27.71,18.7,2,High Yield,84,0.43,75.13,22.68,3.95,340.11,40,71,92,51,42,11,40,73,4,47,14,14.78
2022-05-06,morning,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,100,2,6.82,5.15,23.54,1.91,0.39,0.71,0.041,0.97,0.06,16.11,17.38,19.49,23.85,29.16,2,High Yield,87,0.37,64.02,34.4,2.88,435.62,56,96,16,8,0,6,3,68,7,35,46,5.65
2022-05-05,evening,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,126,1,6.48,6.24,15.87,0.79,0.36,0.33,0.043,1.51,0.04,16.8,19.84,15.66,22.72,27.97,3,High Yield,87,0.65,77.71,33.8,3.04,426.12,26,87,82,21,76,48,86,12,4,49,49,1.66
2022-05-05,afternoon,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,110,1,6.13,6.99,44.92,0.6,0.39,0.93,0.032,1.97,0.04,18.34,19.44,19.42,21.32,25.28,3,High Yield,89,0.59,69.43,23.32,4.04,475.0,27,33,84,94,13,28,83,51,9,86,4,61.65
2022-05-05,morning,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,99,1,6.51,5.55,24.67,1.63,0.29,0.54,0.013,1.35,0.021,16.92,19.91,16.16,29.2,19.88,3,High Yield,81,0.46,72.91,34.84,2.87,390.06,30,46,12,50,48,13,72,38,2,81,25,48.61
2022-05-04,evening,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,130,0,6.23,7.22,29.66,1.34,0.21,0.75,0.01,0.72,0.016,18.47,19.57,16.81,20.85,16.27,2,High Yield,82,0.86,60.48,28.01,3.57,462.74,52,35,37,90,30,61,93,7,5,43,43,98.94
2022-05-04,afternoon,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,92,0,5.71,5.11,24.54,0.63,0.41,0.62,0.034,1.44,0.059,18.14,19.84,15.53,18.29,18.0,2,High Yield,87,0.37,64.47,25.67,3.58,492.5,60,7,61,31,64,1,38,94,6,33,7,73.66
2022-05-04,morning,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,128,0,6.8,7.37,22.51,1.49,0.21,0.42,0.03,0.84,0.067,17.61,17.84,17.83,17.88,27.76,2,High Yield,74,0.37,64.65,28.59,3.73,399.97,58,5,36,27,99,73,21,47,1,13,42,61.79
2022-05-03,evening,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,136,7,6.94,6.35,36.6,1.93,0.21,0.93,0.041,0.61,0.047,19.79,18.69,18.06,21.13,15.09,3,High Yield,84,0.74,81.62,24.86,2.82,484.41,32,91,71,65,13,60,55,3,9,44,47,36.01
2022-05-03,afternoon,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,119,7,6.82,6.13,11.44,0.88,0.36,0.61,0.031,1.69,0.095,15.17,15.2,16.78,15.5,16.08,3,High Yield,71,0.37,72.21,28.06,3.89,468.24,24,94,16,73,24,89,43,65,7,76,36,27.17
2022-05-03,morning,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,101,7,6.05,9.02,31.09,0.7,0.28,0.75,0.044,0.63,0.014,15.99,18.27,18.38,24.43,19.56,2,High Yield,77,0.42,81.16,32.4,2.56,312.09,37,70,6,70,40,69,94,84,2,28,38,66.79
2022-05-02,evening,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,103,6,6.5,6.06,26.28,1.45,0.23,0.54,0.045,0.48,0.053,16.42,19.04,17.53,27.86,27.78,3,High Yield,73,0.68,68.39,22.62,3.51,370.74,48,92,43,91,79,90,28,13,7,30,37,96.3
2022-05-02,afternoon,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,135,6,6.34,6.14,34.31,1.06,0.45,0.7,0.035,0.45,0.025,15.04,16.69,15.35,26.42,17.86,3,High Yield,74,0.86,79.04,31.5,4.35,457.14,49,87,48,90,84,54,37,83,7,36,18,92.35
2022-05-02,morning,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,137,6,6.64,5.12,19.87,1.04,0.34,0.54,0.024,1.8,0.051,16.42,19.88,18.42,22.71,27.81,2,High Yield,71,0.44,70.34,31.84,2.86,303.78,44,79,100,100,21,60,51,6,1,46,21,79.95
2022-05-01,evening,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,131,5,6.3,6.9,19.39,1.78,0.46,0.93,0.03,1.4,0.07,17.94,17.46,18.22,24.33,15.27,3,High Yield,89,0.42,62.19,23.72,4.39,335.02,22,26,79,54,35,39,10,65,4,71,21,97.36
2022-05-01,afternoon,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,102,5,6.54,5.73,40.62,1.52,0.5,0.75,0.02,1.67,0.065,17.09,18.81,18.58,20.28,18.78,3,High Yield,70,0.47,78.19,29.66,4.94,411.31,32,51,30,43,0,29,57,66,7,64,43,24.1
2022-05-01,morning,13.25,75.25,Sowing,26.48,25.89,82.91,1.64,22.49,0.7,77.63,10.2,Long,Rabi,110,5,6.77,8.57,31.52,1.06,0.44,0.84,0.041,0.86,0.066,19.51,18.72,19.49,23.06,17.09,3,High Yield,71,0.88,82.72,25.69,4.16,337.78,50,25,77,25,40,5,22,21,4,81,21,51.85
2022-04-30,evening,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,108,4,6.01,7.28,48.37,1.11,0.32,0.53,0.011,1.11,0.018,18.63,17.45,19.99,27.34,22.59,2,High Yield,75,0.74,66.29,20.29,3.4,370.97,54,68,45,13,1,46,9,5,5,69,12,52.24
2022-04-30,afternoon,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,99,4,6.33,6.3,21.62,1.3,0.32,0.32,0.049,1.67,0.031,19.32,16.4,19.54,21.83,25.58,3,High Yield,71,0.42,70.6,24.07,2.95,485.77,26,13,94,82,25,60,36,77,7,16,18,7.64
2022-04-30,morning,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,110,4,6.94,7.97,39.8,0.56,0.41,0.86,0.034,0.66,0.069,19.7,17.51,16.82,17.25,22.08,3,High Yield,73,0.65,83.25,24.1,2.53,415.81,58,52,72,25,90,88,71,59,4,52,32,74.09
2022-04-29,evening,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,97,3,6.98,6.37,26.31,1.12,0.42,0.89,0.042,1.15,0.096,19.6,16.56,19.29,23.28,19.98,3,High Yield,72,0.81,76.66,24.76,3.59,354.61,34,73,43,97,85,3,19,20,7,5,0,95.58
2022-04-29,afternoon,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,100,3,6.45,6.15,47.77,0.77,0.3,0.75,0.032,0.26,0.095,16.59,18.24,18.29,17.78,27.13,3,High Yield,75,0.88,65.65,27.38,4.18,406.0,56,78,86,54,9,70,34,35,6,8,25,48.65
2022-04-29,morning,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,97,3,6.24,6.6,49.43,0.82,0.44,0.55,0.021,0.42,0.096,16.68,15.87,15.33,20.23,19.43,3,High Yield,78,0.7,80.61,29.05,3.23,423.95,54,26,98,14,90,0,88,69,4,48,20,61.05
2022-04-28,evening,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,134,2,6.9,7.67,39.15,0.55,0.38,0.81,0.01,1.71,0.099,16.24,16.8,17.76,25.63,25.02,3,High Yield,89,0.31,60.97,32.12,3.77,351.16,59,73,49,98,23,68,8,43,7,58,3,30.6
2022-04-28,afternoon,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,136,2,5.63,5.97,36.55,1.78,0.24,0.57,0.03,0.31,0.051,19.19,15.15,15.09,21.64,24.49,3,High Yield,89,0.39,63.94,22.03,4.47,487.59,21,20,4,25,85,45,74,46,2,98,39,98.36
2022-04-28,morning,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,128,2,5.95,5.22,27.88,1.96,0.28,0.71,0.04,1.02,0.049,18.96,16.7,16.76,20.51,27.06,3,High Yield,89,0.71,64.39,23.74,3.61,420.05,31,94,23,60,10,21,77,83,5,20,16,54.53
2022-04-27,evening,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,112,1,6.36,4.72,10.58,1.5,0.31,0.76,0.013,0.95,0.093,17.21,19.71,15.65,22.18,29.99,3,High Yield,76,0.65,69.78,31.26,4.91,418.95,49,36,1,90,90,80,51,24,4,83,22,79.05
2022-04-27,afternoon,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,99,1,5.83,6.86,25.67,1.6,0.23,0.4,0.044,0.91,0.095,15.98,16.6,18.85,20.97,17.92,3,High Yield,85,0.51,76.07,30.77,3.42,472.83,32,25,89,53,75,44,66,85,6,41,44,58.81
2022-04-27,morning,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,105,1,6.05,5.78,12.18,1.66,0.27,0.57,0.049,1.43,0.018,19.62,15.12,18.4,24.63,27.49,2,High Yield,71,0.86,83.17,23.91,3.93,309.05,49,11,69,90,27,64,13,89,6,71,43,39.18
2022-04-26,evening,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,91,0,5.62,7.57,39.97,0.87,0.26,0.57,0.048,1.83,0.012,17.19,18.71,17.53,27.33,20.19,2,High Yield,75,0.81,64.09,33.76,2.81,482.19,31,43,8,81,53,36,80,85,4,1,15,46.48
2022-04-26,afternoon,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,102,0,6.37,5.5,44.12,0.79,0.25,0.88,0.036,0.36,0.064,19.71,19.88,17.48,28.7,27.06,2,High Yield,71,0.56,75.54,32.16,3.37,421.79,21,30,10,82,1,64,88,24,10,41,11,62.54
2022-04-26,morning,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,113,0,5.57,8.33,42.4,1.76,0.26,0.89,0.044,1.8,0.066,15.01,16.85,16.44,23.41,16.48,3,High Yield,90,0.61,80.71,28.42,4.66,316.09,24,96,94,17,21,15,77,84,7,39,34,52.67
2022-04-25,evening,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,135,7,5.82,8.89,17.99,1.34,0.22,0.37,0.048,1.46,0.049,18.79,19.45,19.54,23.87,19.51,3,High Yield,89,0.74,73.09,27.53,3.4,322.44,58,74,65,77,93,54,51,86,8,56,50,22.77
2022-04-25,afternoon,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,122,7,6.19,5.49,21.81,0.66,0.47,0.41,0.038,0.3,0.014,18.99,19.75,15.85,28.19,26.82,2,High Yield,87,0.48,81.51,28.29,4.2,458.2,44,93,10,70,45,92,22,61,10,53,23,95.65
2022-04-25,morning,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,100,7,5.73,6.74,12.35,0.7,0.29,0.77,0.035,0.59,0.022,16.84,19.14,19.46,18.51,29.65,2,High Yield,70,0.39,75.07,28.89,3.27,354.78,53,13,40,3,35,90,28,48,7,40,46,98.11
2022-04-24,evening,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,112,6,6.81,4.86,24.58,1.45,0.5,0.95,0.012,0.4,0.035,19.54,15.0,15.79,28.01,20.18,3,High Yield,82,0.86,75.39,23.1,3.07,331.5,36,22,100,19,87,11,82,71,5,21,33,56.93
2022-04-24,afternoon,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,132,6,6.51,7.55,11.13,0.68,0.32,0.5,0.024,1.72,0.091,18.42,19.98,17.42,20.0,17.95,2,High Yield,86,0.62,62.8,34.61,2.65,393.05,41,63,76,100,62,60,0,67,9,13,26,16.2
2022-04-24,morning,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Long,Rabi,127,6,5.59,4.46,46.66,0.51,0.38,0.86,0.015,0.63,0.022,15.46,15.46,18.58,29.12,15.32,2,High Yield,83,0.9,83.0,27.05,3.52,387.25,49,93,58,86,36,64,29,71,1,55,24,6.99
2022-04-23,evening,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,122,5,6.55,9.91,11.17,1.19,0.29,0.86,0.03,0.42,0.011,19.85,17.11,18.85,28.13,22.37,2,Medium Yield,89,0.62,60.2,34.24,3.37,381.04,43,95,37,100,48,65,96,27,7,57,33,0.97
2022-04-23,afternoon,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,93,5,6.42,8.19,28.91,1.23,0.22,0.51,0.049,1.65,0.028,18.69,17.59,17.13,22.54,21.6,2,Medium Yield,73,0.75,68.08,27.24,3.79,319.69,24,21,59,92,30,63,56,21,8,84,19,85.69
2022-04-23,morning,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,132,5,6.37,7.8,10.17,0.92,0.38,0.7,0.01,1.62,0.077,16.48,15.48,19.24,18.27,16.43,2,Medium Yield,75,0.33,64.36,33.45,2.84,444.27,57,57,2,91,58,65,88,59,1,28,1,75.82
2022-04-22,evening,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,104,4,6.88,6.06,28.05,0.53,0.2,0.81,0.023,1.59,0.032,17.57,16.59,19.47,17.83,15.05,2,Medium Yield,85,0.35,60.45,26.57,4.87,322.18,59,50,45,14,18,96,74,3,2,82,50,32.61
2022-04-22,afternoon,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,131,4,5.52,6.4,33.99,1.85,0.32,0.33,0.031,1.94,0.026,19.94,17.93,17.02,18.17,18.75,2,Medium Yield,79,0.61,61.92,34.94,2.81,484.36,24,37,53,13,6,71,8,32,9,1,28,14.59
2022-04-22,morning,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,115,4,5.55,7.17,32.75,0.92,0.21,0.74,0.041,0.34,0.092,18.92,19.3,15.86,21.79,15.4,2,Medium Yield,83,0.5,76.85,29.07,4.46,336.5,58,45,90,18,58,89,78,57,8,17,41,55.2
2022-04-21,evening,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,103,3,6.62,8.13,11.29,1.45,0.48,0.51,0.042,0.67,0.013,17.61,16.38,16.2,24.07,25.82,2,Medium Yield,72,0.43,82.84,29.46,4.55,372.8,32,30,25,1,91,27,81,7,6,12,41,62.87
2022-04-21,afternoon,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,116,3,6.89,4.91,14.53,1.45,0.23,0.92,0.038,1.95,0.09,18.67,15.45,17.43,20.93,27.8,2,Medium Yield,84,0.31,84.63,30.02,4.19,469.81,40,11,51,15,48,57,85,43,7,85,25,46.72
2022-04-21,morning,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,110,3,6.54,5.43,32.31,0.99,0.45,0.77,0.033,0.67,0.086,19.23,16.1,18.4,28.48,29.8,3,Medium Yield,70,0.38,74.36,31.23,4.78,407.07,48,84,37,49,35,21,93,11,2,49,8,74.95
2022-04-20,evening,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,108,2,5.63,9.95,29.04,1.92,0.26,0.87,0.023,0.84,0.099,15.15,19.55,18.44,24.0,26.09,2,Medium Yield,82,0.73,77.61,33.69,3.02,418.75,53,37,46,38,49,79,25,44,4,53,30,97.25
2022-04-20,afternoon,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,94,2,6.5,6.39,44.8,1.98,0.38,0.8,0.047,1.0,0.096,18.24,19.64,15.98,17.32,15.95,3,Medium Yield,77,0.63,67.5,31.72,3.29,340.61,27,58,15,96,2,89,28,90,4,51,32,87.74
2022-04-20,morning,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,130,2,6.6,9.31,22.26,1.36,0.48,0.65,0.046,1.92,0.058,15.17,19.15,16.92,23.85,23.79,2,Medium Yield,89,0.59,79.41,30.03,4.82,334.67,25,38,65,11,5,31,92,34,1,36,0,99.45
2022-04-19,evening,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,111,1,6.67,6.95,47.42,0.72,0.42,0.4,0.025,1.75,0.017,16.8,19.62,15.21,20.48,19.62,3,Medium Yield,81,0.56,69.41,34.67,4.29,412.48,52,37,74,96,53,24,79,49,5,76,41,8.22
2022-04-19,afternoon,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,123,1,6.49,6.59,17.71,1.39,0.5,0.94,0.014,1.31,0.016,19.32,19.52,17.52,29.22,26.72,2,Medium Yield,81,0.86,64.62,27.32,3.59,353.51,22,16,23,79,13,36,13,81,10,33,13,98.57
2022-04-19,morning,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,105,1,6.59,5.56,45.62,1.27,0.34,0.82,0.013,1.06,0.093,19.89,19.11,17.82,15.99,24.28,3,Medium Yield,76,0.74,63.13,27.55,4.62,411.85,26,75,99,49,43,68,98,95,1,79,36,10.65
2022-04-18,evening,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,120,0,6.26,9.75,25.06,1.34,0.48,0.89,0.011,1.85,0.037,16.81,19.04,16.11,26.59,27.31,3,Medium Yield,74,0.88,72.3,32.73,3.63,304.21,57,99,80,58,3,21,11,96,5,73,18,44.78
2022-04-18,afternoon,13.25,75.25,Sowing,28.02,27.32,73.82,1.01,21.57,0.54,66.82,2.16,Short,Kharif,96,0,5.93,9.01,19.63,1.34,0.25,0.43,0.044,0.23,0.028,19.47,18.66,17.31,21.93,24.53,3,Medium Yield,72,0.85,63.6,34.49,4.39,347.28,46,55,81,67,34,85,11,75,6,86,24,4.47
